@relation 'selecteddata2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,18'

@attribute ecage26 numeric
@attribute ecsex99 {1,2}
@attribute marst26 {1,2,3,4,5,6}
@attribute mjacg26 {1,2,3,4}
@attribute immst15 {1,2,7}
@attribute pvreg25 {10,11,12,13,24,35,46,47,48,59}
@attribute dwtenr25 {1,2}
@attribute mortg25 {1,2}
@attribute multj28 {1,2}
@attribute alhrp28 numeric
@attribute mtlswk28 numeric
@attribute yrxfte11 numeric
@attribute clwkr1 {1,2,3,4,5,6}
@attribute prmjb1 {1,2,8,9}
@attribute fllprt1 {1,2,9}
@attribute nocg2e6 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,99}
@attribute imphwe1 numeric
@attribute uncoll1 {1,2,3}
@attribute n07c3g10 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,99}
@attribute pubpv10 {1,2,9}
@attribute cqpc42 numeric
@attribute rppc42 numeric
@attribute udpd42 numeric
@attribute wgsal42 numeric
@attribute hleveg18 {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute penpln1 {1,2}

@data
56,2,1,1,7,10,1,2,2,1304,999,0,5,9,2,17,999.99,3,15,2,1150,0,0,0,9,2
23,1,6,1,7,10,1,2,2,1960,999,3,1,1,1,22,22,1,4,2,2100,0,1450,43000,9,2
49,1,1,1,7,10,1,1,1,3519,999,28,1,2,1,2,43.52,3,12,1,2200,6000,725,77500,12,1
48,2,1,1,7,10,1,1,2,3650,999,4,1,1,1,4,9.6,3,5,2,0,0,0,0,9,2
35,1,1,1,7,10,1,1,2,2086,999,11,1,1,1,20,35.28,1,13,2,2200,1600,1100,65000,11,1
65,2,1,1,7,10,1,2,2,1043,999,15,1,2,2,11,11.55,2,13,1,0,0,0,9250,11,2
38,1,6,1,7,10,1,2,2,1738,999,2,1,1,1,5,29.5,1,7,2,1850,0,1150,42000,9,2
44,1,1,1,7,10,1,2,1,2899,999,26,1,2,1,19,18,3,4,2,2300,0,250,15000,6,2
51,2,1,1,7,10,1,1,2,2086,999,16,1,2,1,10,52.8,1,11,1,2300,6500,1250,145000,11,1
31,1,1,1,7,10,1,1,1,3201,999,11,1,1,1,20,30,1,99,2,2700,0,2200,72500,10,1
63,1,3,1,7,10,2,1,2,2086,999,13,1,1,1,13,11.5,3,6,2,1950,0,0,42000,4,2
58,2,1,1,7,10,1,1,1,2247,3,1,1,2,1,99,12,3,14,2,25,0,0,4000,3,2
43,1,1,1,7,10,1,1,2,2022,999,22,1,2,1,21,28,1,7,2,2300,0,2100,105000,9,1
44,2,1,1,7,10,1,1,2,1825,999,3,1,1,1,9,13,3,12,2,1025,0,0,24000,9,2
56,1,3,1,7,10,2,1,2,1049,6,19.331132,1,2,1,20,38,1,4,2,2300,0,1950,57500,9,1
43,2,1,1,7,10,1,2,2,1955,999,22,1,1,1,5,19.96,1,12,1,2000,2700,650,44000,9,1
44,1,1,1,7,10,1,2,2,2086,999,19.331132,1,1,1,13,15,3,6,2,1250,0,0,28000,9,2
43,1,1,1,7,10,1,1,2,2346,999,19,1,1,1,2,17.07,3,6,2,1900,2000,0,46000,11,1
60,1,1,1,7,10,1,2,2,2607,999,42,1,1,1,21,18.14,3,10,2,2200,0,0,46000,6,2
23,1,6,1,7,10,1,2,2,2607,999,3,1,1,1,21,18,3,4,2,1700,0,300,38000,9,2
53,2,1,1,7,10,1,2,2,2086,999,31,1,1,1,10,35.52,1,11,1,2300,6750,925,75000,11,1
24,2,6,1,7,10,1,2,2,1995,999,2,1,2,1,11,6.43,3,7,2,525,0,0,15000,11,2
21,2,6,1,7,10,1,2,2,1669,999,2,1,2,1,8,19,1,12,1,1450,1500,550,33000,9,2
53,1,1,1,7,10,2,1,2,5200,999,19.331132,1,1,1,17,35.71,1,6,2,2200,0,350,87500,9,2
52,2,1,1,7,10,2,1,2,2216,999,17,1,1,1,5,14.5,3,6,2,1400,0,0,31000,9,2
61,2,1,1,7,10,1,1,2,235,999,19.331132,1,2,2,17,10,1,12,2,0,0,125,5500,9,2
49,1,1,1,7,10,1,1,2,3650,999,3,1,1,1,99,27,1,14,2,2300,0,0,105000,9,1
49,2,1,1,7,10,1,1,2,2086,999,30,1,1,1,4,14,3,15,2,1350,0,0,29000,9,2
58,1,1,1,7,10,1,1,2,1564,999,13,1,2,1,22,15.6,3,16,1,1150,0,0,26000,5,2
62,1,1,1,7,10,1,1,2,544,999,35,1,2,1,23,11,3,15,2,0,0,0,5500,9,2
60,2,4,1,7,10,1,2,2,1095,999,2,1,1,2,16,12,3,12,2,0,0,0,16500,9,2
60,2,1,1,7,10,1,2,2,1043,999,32,1,1,2,11,20.88,1,13,1,975,1150,250,23000,9,1
54,1,1,1,7,10,1,2,2,1239,999,36,1,1,1,14,19.91,1,16,1,2300,175,325,50000,9,1
48,2,1,1,7,10,1,2,2,2086,999,21,1,1,1,10,21.6,1,11,1,0,0,0,300,11,1
18,1,6,1,7,10,2,1,2,802,999,19.331132,1,1,9,13,11.83,3,6,2,950,0,0,32000,6,2
20,1,6,1,7,10,1,1,2,1049,999,19.331132,1,2,2,17,11,3,14,2,300,0,0,10000,5,2
46,1,1,1,7,10,1,1,2,2086,999,18,1,9,1,11,31.2,1,13,1,2200,0,250,80000,9,1
43,2,1,1,7,10,1,1,2,2086,999,19.331132,1,1,1,8,12.48,3,12,2,1100,0,0,26000,9,2
41,1,1,1,7,10,1,1,2,2086,999,19.331132,1,1,1,21,15.36,1,7,2,625,0,300,16000,9,2
37,2,1,1,7,10,1,1,2,1955,999,16,1,1,1,13,14.59,3,6,2,1250,0,0,28000,9,1
39,1,1,1,7,10,1,1,2,2294,999,1,1,2,1,5,16.63,1,5,2,725,0,375,17500,4,2
37,2,1,1,7,10,1,1,2,1877,999,12,1,1,1,16,12.22,3,12,1,1150,0,0,26000,9,2
64,1,4,1,7,10,2,1,2,43,999,27,5,9,2,23,999.99,3,10,2,0,0,0,0,3,2
52,2,4,1,7,10,1,1,2,1825,999,33,1,1,1,5,19,1,6,1,1500,2300,550,34000,9,1
55,2,1,1,7,10,1,1,1,2064,999,28,1,1,1,7,40.96,1,12,1,2300,6000,1600,85000,11,1
54,1,1,1,7,10,1,1,2,2066,999,30,1,1,1,15,43.2,1,16,1,2400,5500,825,90000,9,1
26,1,6,1,2,48,1,1,2,2294,999,19.331132,1,1,1,15,34.04,3,16,1,2200,4900,0,85000,8,1
50,2,1,1,7,10,1,1,2,2086,999,22,1,1,1,8,20.19,1,12,1,1850,1950,600,40000,9,1
29,1,6,1,7,10,1,1,2,0,997,5,1,9,9,99,999.99,3,99,9,2700,0,2300,70000,9,2
58,1,1,1,7,10,1,2,2,2086,999,41,4,9,1,2,999.99,3,4,2,3700,0,0,25000,9,2
61,2,1,1,7,10,1,2,1,2023,999,1,4,9,1,2,999.99,3,4,2,2500,0,0,20500,9,2
50,1,1,1,7,10,1,2,1,2781,999,19.331132,1,2,1,15,24.43,3,10,2,1900,3500,0,43000,9,1
42,2,1,1,7,10,1,2,2,2086,999,19.331132,1,1,1,2,33.69,1,11,1,2300,7000,825,72500,11,1
51,1,2,1,7,10,1,1,2,2086,999,36,1,1,1,23,20,1,5,2,2100,0,550,57500,4,2
47,2,2,1,7,10,1,1,2,626,999,1,1,1,2,8,12.44,1,12,1,550,0,25,14500,9,2
56,1,1,1,7,10,1,2,2,2086,999,37,1,1,1,2,56.82,2,11,1,2200,4100,0,105000,12,1
57,2,1,1,7,10,1,2,2,498,999,32,1,1,1,16,18.52,2,11,1,150,0,0,6250,9,2
64,1,1,1,7,10,1,1,2,2086,999,28,1,2,1,6,26.74,1,9,2,0,0,375,22000,9,2
45,2,1,1,7,10,1,2,2,895,999,19.331132,1,2,1,2,13,3,12,2,1200,0,0,26000,11,2
41,1,1,1,7,10,1,2,2,1808,999,17,1,9,1,20,62.78,3,2,2,2100,1350,1650,165000,9,2
39,2,1,1,7,10,1,2,2,2086,999,16,1,9,1,13,11.5,3,6,2,1050,0,0,26000,9,2
36,1,1,1,7,10,1,1,2,1917,999,6,1,2,1,22,36.94,2,4,2,2100,0,1000,95000,9,2
42,2,1,1,7,10,1,1,2,1955,999,10,1,1,1,17,17.59,1,12,1,1700,2400,550,38000,9,1
50,2,1,1,7,10,1,2,2,1251,999,19.331132,1,1,2,16,12.47,3,12,2,1350,0,0,30000,6,2
50,1,1,1,7,10,1,2,2,1955,999,19.331132,1,1,1,17,20,1,12,1,1650,2000,600,38000,8,1
37,2,2,1,7,10,2,1,2,2086,999,19.331132,1,1,1,17,10.87,3,14,2,400,0,0,11500,5,1
43,1,2,1,7,10,2,1,2,3285,999,19.331132,4,9,1,3,999.99,3,10,2,2200,0,1200,57500,4,2
49,2,1,1,7,10,1,2,2,2086,999,19.331132,1,1,1,5,22.75,3,6,2,1650,0,0,37000,7,2
22,1,6,1,2,48,2,1,2,2979,999,19.331132,1,1,1,19,16,3,4,2,2300,0,0,49000,9,2
65,1,1,1,7,10,1,2,1,1957,999,19.331132,1,2,2,25,12.45,1,5,2,0,0,325,15000,3,2
63,2,1,1,7,10,1,2,2,1304,999,29,1,2,2,24,11.1,1,5,2,0,0,200,8750,3,2
31,1,6,1,7,11,2,1,2,667,999,13,1,9,1,15,15,3,16,1,200,0,0,7500,9,2
42,2,2,1,7,10,1,2,2,1564,999,19.331132,1,1,1,14,10,3,14,2,575,0,0,14500,9,2
45,1,2,1,7,10,1,2,2,2858,999,7,1,2,1,17,13,3,14,2,250,0,0,9000,4,2
60,1,1,1,7,10,1,2,2,2175,999,45,1,2,1,23,16.67,1,2,2,0,0,200,0,3,2
58,2,1,1,7,10,1,2,2,2175,999,12,1,2,1,23,16.67,1,2,2,975,0,225,0,3,2
62,1,1,1,7,10,1,2,2,1043,999,43,1,1,1,22,48,1,7,1,2300,3100,950,55000,4,1
47,1,1,1,7,10,1,2,2,2086,999,19.331132,1,1,1,22,23,1,99,1,2100,2600,825,47000,9,1
53,2,1,1,7,10,1,2,2,391,999,19,1,1,2,17,11.25,3,6,2,75,0,0,5750,9,2
29,2,1,1,7,10,2,1,2,1618,999,3,1,2,1,14,12,3,14,2,275,0,0,8000,6,2
56,1,6,1,7,10,1,2,2,2040,999,35,1,2,1,22,12,3,4,2,1750,0,0,38000,6,2
66,2,1,1,7,10,1,1,2,39,999,21,1,2,2,5,30.72,1,7,1,0,0,100,5500,9,2
53,1,1,1,7,10,1,2,2,2086,999,26,1,1,1,20,24.3,1,99,1,2200,5100,0,82500,9,1
49,2,1,1,7,10,1,2,2,1825,999,27,1,1,1,2,39,3,12,1,2200,6000,0,82500,9,1
23,1,6,1,7,10,1,2,2,1955,999,2,1,2,1,5,13.95,2,16,1,725,0,0,18000,7,1
53,1,2,1,7,10,1,2,2,1304,999,28,1,1,2,99,54.53,1,11,1,2200,6500,925,70000,11,1
50,2,2,1,7,10,1,2,2,1773,999,17,1,1,1,4,12,3,12,2,1150,0,0,27000,9,2
53,1,2,1,7,10,1,2,2,2086,999,3,1,1,1,17,18.62,1,11,1,1900,2900,625,42000,4,1
64,1,1,1,7,10,1,2,2,1955,999,19.331132,1,1,1,2,30.72,1,13,1,2200,5500,675,62500,6,1
55,2,1,1,7,10,1,2,2,2086,999,29,1,2,1,17,11.25,3,14,2,275,0,0,9500,4,2
39,2,4,1,7,10,1,1,1,5200,999,19,1,1,1,2,11,3,12,2,1450,1350,500,33000,6,1
46,2,1,1,7,10,1,1,2,652,999,19.331132,1,1,1,6,17.64,1,16,1,1750,1800,400,40000,7,1
50,1,1,1,7,10,1,1,2,1955,999,19.331132,1,1,1,2,28.16,2,6,2,2200,3900,0,55000,8,1
57,2,1,1,7,10,1,2,2,1955,999,30,1,1,1,5,20,1,12,1,1950,2800,650,42000,9,1
49,2,1,1,7,10,1,2,2,1223,999,9,1,2,1,2,11,3,14,2,550,0,0,13500,9,2
47,2,1,1,7,10,1,2,1,1295,999,19.331132,1,1,1,16,12.74,1,12,1,575,0,225,14500,6,2
31,1,2,1,7,10,1,2,1,1521,999,13,1,1,1,25,10,3,5,2,250,0,0,9000,4,2
55,2,5,1,7,10,1,2,2,1564,999,19.331132,1,2,1,25,10.4,3,5,2,0,0,0,7750,6,2
65,2,1,1,7,10,1,2,2,1680,999,34,1,2,1,4,13.86,3,4,2,0,0,0,27000,9,2
53,2,5,1,7,10,1,2,2,2210,0,3,1,1,1,25,11.9,3,5,2,0,0,0,7750,6,2
55,1,6,1,7,10,1,2,2,3129,999,31,6,9,1,11,999.99,3,13,2,0,0,0,0,11,2
52,1,2,1,7,10,1,2,2,1344.26572,999,19.331132,6,9,9,23,999.99,3,2,2,900,0,0,0,7,2
20,2,6,1,7,10,1,1,1,1848,999,19.331132,1,1,1,14,10.75,3,14,2,0,0,0,2700,5,2
42,1,1,1,7,48,2,1,2,2086,999,11,1,9,1,12,25.18,1,7,2,3800,0,1250,16500,9,2
45,2,3,1,7,48,2,1,2,1564,999,23,1,9,1,16,24,1,11,1,1000,0,0,23000,4,1
35,2,2,1,7,10,1,1,2,2086,999,13,1,9,1,2,16.8,3,6,2,1400,2000,0,29000,9,1
36,1,2,1,7,10,1,1,2,2607,999,15,1,9,1,23,14,3,2,2,175,0,0,6000,7,2
45,2,1,1,7,10,2,1,1,2346,999,16,1,9,1,4,20,1,12,1,1750,2700,600,37000,9,1
39,1,1,1,7,10,2,1,2,2086,999,0,1,9,1,99,12.5,3,5,2,600,0,0,16000,7,1
44,1,1,1,7,10,1,1,2,695,999,25,1,9,1,22,26.16,1,4,2,1650,0,50,37000,9,1
42,2,1,1,7,10,1,1,2,1405,999,10,1,9,1,13,17,1,6,1,2000,3000,875,45000,9,1
63,1,1,1,7,10,1,2,2,2086,999,44,1,1,1,20,30,1,13,2,2100,1700,1050,67500,9,1
30,1,6,1,2,48,2,1,2,2244,999,19.331132,1,1,1,22,21,3,4,2,2300,0,0,47500,9,2
31,2,1,1,7,10,1,1,2,1825,999,8,1,1,1,6,42.69,3,12,1,2200,5750,450,82500,11,1
32,1,1,1,7,10,1,1,2,1955,999,10,1,1,1,7,39,1,12,1,2100,6250,1350,87500,11,1
38,1,2,1,7,10,1,1,2,1730,999,14,1,9,1,2,22.02,3,12,2,1600,0,0,38000,11,1
28,2,2,1,7,10,1,1,1,908,999,1,6,9,1,16,999.99,3,15,2,50,0,0,4700,7,2
50,2,1,1,7,10,1,2,2,1955,999,34,1,1,1,4,43,3,12,1,2100,7250,450,100000,11,1
49,1,1,1,7,10,1,2,1,2086,999,31,1,1,1,9,51.57,1,11,1,2100,13500,1150,92500,12,1
52,2,1,1,2,35,2,1,1,1344.26572,5,19.331132,6,9,9,2,999.99,3,8,2,475,0,225,13500,10,2
50,1,1,1,2,35,2,1,2,1344.26572,999,29,1,1,1,5,33,1,2,2,150,0,450,7000,9,1
53,2,1,1,7,10,1,1,2,1825,999,32,1,1,1,3,30.47,1,16,1,2200,3800,600,55000,9,1
62,2,1,1,7,10,1,2,2,2086,999,19.331132,1,1,1,8,12,3,12,1,0,0,0,28000,4,2
35,2,1,1,7,10,1,2,2,1955,999,13,1,1,1,9,26,1,12,1,2100,8250,950,67500,12,1
38,1,1,1,7,10,1,2,2,2190,999,14,1,1,1,6,54.86,1,7,2,2200,10000,1350,140000,9,1
63,2,2,1,7,10,1,1,2,348,999,26,6,9,2,16,999.99,3,15,2,0,0,0,1650,3,2
30,1,6,1,7,10,1,2,2,1825,999,11,1,2,1,99,10,3,10,2,800,0,0,19000,9,2
64,1,1,1,7,10,1,2,2,782,999,47,4,9,2,4,999.99,3,99,2,0,0,0,75000,10,2
59,1,4,1,7,10,1,2,2,1955,999,36,1,1,1,11,30.46,1,16,1,2200,4200,1050,87500,9,1
51,1,1,1,7,10,1,2,2,2190,999,30,1,1,1,2,30,2,6,2,2200,2600,0,95000,8,1
22,1,6,1,7,10,1,2,2,2086,999,5,1,1,1,15,31,1,16,1,2200,1250,600,67500,9,1
20,1,6,1,7,10,1,2,2,1217,999,3,1,2,1,15,21,1,16,1,1000,725,275,23000,9,1
52,1,1,1,7,10,1,1,2,2086,999,19.331132,1,1,1,11,35.04,1,16,1,2100,2500,925,70000,7,1
54,2,1,1,7,10,1,1,2,2086,999,19.331132,1,1,1,5,19.2,3,16,1,2100,3200,0,52500,9,1
25,2,6,1,7,10,1,1,2,1825,999,19.331132,1,2,1,9,17,3,12,2,1750,450,0,38000,8,1
25,1,6,1,7,12,2,1,2,1029,999,1,1,1,1,17,9.75,3,6,2,0,0,0,2700,9,2
55,1,1,1,7,10,1,1,2,1955,999,33,1,1,1,2,56.32,3,3,1,2100,7750,0,110000,9,1
49,2,1,1,7,10,1,1,2,1955,999,29,1,1,1,3,31.23,3,8,2,2300,2500,0,57500,8,1
32,1,1,1,7,10,1,1,2,2086,999,9,1,1,1,6,23.04,3,7,2,2300,925,0,47000,9,1
41,1,1,1,7,10,1,1,2,2072,999,22,1,1,1,13,15,3,6,2,1550,0,0,34000,9,1
46,2,1,1,7,10,1,1,2,2086,999,28,1,1,1,2,16.32,3,6,2,1450,0,0,33000,9,2
51,1,3,1,7,10,1,1,2,2086,999,30,1,1,1,2,15.75,2,6,2,2300,0,0,102500,6,1
64,1,1,1,7,10,1,2,2,104,999,32,4,9,2,2,999.99,3,14,2,0,0,0,75000,9,2
55,1,1,1,7,10,2,1,2,2086,999,39,1,1,1,21,22.5,1,7,1,0,0,750,50000,3,1
39,2,1,1,7,35,2,1,2,2086,999,14,1,1,1,5,28.31,3,16,1,2200,6500,0,60000,9,1
36,1,1,1,7,35,2,1,2,1493,999,14,1,1,1,24,16.15,3,5,2,875,0,0,20000,9,2
39,1,1,1,7,10,1,1,2,1955,999,15,1,1,1,6,32,1,7,2,2300,2500,0,70000,11,1
43,2,1,1,7,10,1,1,2,2086,999,18,1,1,1,9,28.8,1,11,1,2200,6250,0,62500,12,1
58,1,1,1,7,10,1,2,2,2086,999,34,1,9,1,17,10,1,11,1,2200,875,0,46000,4,1
55,2,1,1,7,10,1,2,2,1142,999,36,1,1,1,9,39.5,1,12,1,2300,4000,1300,60000,11,1
47,1,3,1,7,10,1,1,2,2086,999,25,1,1,1,13,12.3,1,6,2,1350,825,0,31000,4,1
49,1,1,1,7,10,1,1,2,1825,999,10,1,2,1,19,17.6,3,4,2,600,0,0,16000,4,2
60,1,5,1,7,10,1,2,2,1595,999,44,1,2,1,17,9.59,3,13,2,0,0,0,13500,3,2
65,1,1,1,7,10,1,2,2,2086,999,48,1,1,1,20,33.09,3,2,2,0,0,0,100000,9,1
57,2,1,1,7,10,1,2,2,1955,999,23,1,1,1,8,23.55,1,12,1,2200,3200,875,48000,10,1
43,2,2,1,7,10,1,2,2,1461,999,5,1,1,1,14,19,1,12,1,1250,2600,550,29000,9,1
61,1,1,1,7,10,1,2,1,1390,999,38,1,1,2,5,38.4,3,5,2,0,0,0,3800,9,2
57,2,1,1,7,10,1,2,2,1043,999,33,6,9,2,17,999.99,3,15,2,25,0,0,1250,6,2
56,1,1,1,7,10,1,2,2,2086,999,41,3,9,1,2,999.99,3,6,2,1850,0,0,41000,8,2
54,2,1,1,7,10,1,2,2,1825,999,24,1,1,1,4,21.65,1,11,1,2000,2900,625,43000,9,1
28,1,6,1,7,10,1,2,2,1377,999,7,1,1,1,20,15,3,5,2,400,0,0,12000,9,2
53,1,1,1,7,10,1,2,2,1391,999,36,1,2,1,17,15.75,1,13,1,875,0,0,23000,6,2
53,2,1,1,7,10,1,2,2,1695,999,31,1,1,1,8,12,3,12,2,850,0,0,22000,7,2
43,2,1,1,7,10,1,2,1,1924,999,28,1,9,1,6,16,3,16,1,950,0,0,22000,9,2
19,2,6,1,7,10,1,2,2,2086,999,2,1,9,1,8,21,1,12,2,1900,0,0,42000,6,1
60,1,1,1,7,10,1,2,2,2086,999,25,3,9,1,18,999.99,3,4,2,0,0,0,125000,9,2
60,2,1,1,7,10,1,2,2,2086,999,32,1,1,1,99,30,3,6,2,0,1100,0,140000,8,2
49,2,2,1,7,10,1,1,2,2477,999,29,3,9,1,2,999.99,3,9,2,1900,0,0,44000,9,2
66,1,1,1,7,10,1,2,2,1825,999,45,1,1,1,5,17.28,3,16,1,0,2700,0,50000,6,1
48,2,6,1,7,10,2,1,2,2086,999,5,1,1,1,16,12,3,12,1,1150,0,0,25000,7,2
57,2,1,1,7,10,1,2,2,1095,999,19.331132,1,1,1,16,11.9,3,12,2,525,0,0,14500,9,2
43,1,1,1,7,10,1,1,2,2086,999,22,1,1,1,21,23.52,1,6,2,2300,0,475,62500,5,1
41,2,1,1,7,10,1,1,2,912,999,12,1,1,2,16,12.22,3,12,2,450,0,0,12500,9,2
58,2,1,1,7,10,1,2,2,1760,999,35,1,1,1,5,13.3,3,8,2,1200,0,0,26000,6,2
27,2,6,1,7,10,1,2,2,2069,999,3,1,1,1,13,16.85,3,6,2,1600,100,0,36000,9,2
42,2,1,1,7,10,1,1,2,2346,999,18,3,9,1,2,999.99,3,6,2,1025,0,0,22000,11,2
46,1,1,1,7,10,1,1,2,282,999,12,1,1,1,14,24.43,1,14,2,675,0,0,18500,9,2
36,2,1,1,7,10,1,1,2,1955,999,9,1,1,1,7,35.84,1,12,1,2100,5500,1300,75000,11,1
35,1,1,1,7,10,1,1,2,1043,999,13,1,1,1,6,20,3,2,2,2200,0,0,52500,9,2
48,2,2,1,7,10,1,1,2,1825,999,19.331132,1,1,1,13,10.5,3,6,2,675,0,0,18500,6,2
46,1,2,1,7,10,1,1,2,2086,999,19.331132,1,1,1,13,12.25,3,6,2,1150,0,0,24000,9,2
50,1,1,1,7,10,1,2,2,1731,999,20,1,1,1,22,22.28,3,4,2,650,0,0,16000,4,2
49,2,1,1,7,10,1,2,2,586,999,0,1,2,2,17,13.57,1,12,1,400,525,200,11500,6,1
20,2,6,1,7,10,2,1,2,1639,999,2,1,1,1,13,10,3,6,2,150,0,0,7750,8,1
70,1,1,1,7,10,1,2,2,1344.26572,999,45,1,9,9,99,999.99,3,99,9,0,0,0,41000,9,2
56,2,1,1,7,10,1,2,2,2607,999,19.331132,1,1,1,23,10,1,2,2,1025,0,125,0,9,2
58,1,1,1,7,10,1,2,2,3129,999,19.331132,6,9,1,23,999.99,3,2,2,0,0,250,0,4,2
60,1,2,1,7,10,1,1,2,1147,999,42,1,1,2,22,16,3,10,1,1450,0,0,33000,3,2
51,2,2,1,7,10,1,1,2,1695,999,29,1,1,1,23,11.1,1,5,2,150,0,175,7000,4,2
37,2,2,1,7,48,2,1,2,1825,999,7,1,1,1,17,22,1,11,1,2300,0,550,50000,9,1
64,1,1,1,7,10,1,2,2,2382,999,41,1,2,1,17,18.4,1,5,2,0,0,150,13500,6,2
57,2,1,1,7,10,1,2,1,390,999,19.331132,1,2,1,8,10,3,12,2,0,0,50,475,9,2
31,2,6,1,7,10,2,1,2,1955,999,19.331132,1,1,1,99,11.25,3,6,2,825,0,0,20000,7,2
37,1,1,1,7,10,1,1,2,2086,999,22,1,9,1,20,23,3,4,2,2300,2600,0,67500,9,2
35,2,1,1,7,10,1,1,2,1564,999,12,1,9,1,7,35,1,12,1,2200,6500,875,65000,11,1
63,1,1,1,7,10,1,1,2,1304,999,36,1,1,2,17,18.54,1,11,1,0,1700,400,25000,6,1
58,2,1,1,7,10,1,1,2,2086,999,26,1,1,1,17,16.61,1,11,1,1900,2700,600,40000,4,1
50,2,4,1,7,10,2,1,2,2086,999,2,1,1,1,16,11.5,1,12,2,900,0,375,22000,9,2
18,2,6,1,7,10,2,1,2,278,999,0,1,1,2,13,7.81,3,6,2,175,0,0,8250,6,2
35,1,1,1,7,10,1,1,2,2839,999,20,1,1,1,18,50,3,4,2,2200,0,25,115000,9,2
43,2,1,1,7,10,1,1,2,2086,999,21,1,1,1,10,34.56,1,11,1,2300,7000,925,77500,12,1
41,1,1,1,7,10,1,1,2,2086,999,22,1,1,1,12,19.12,1,6,2,2100,3300,575,55000,9,1
52,1,1,1,7,10,1,2,2,2086,999,36,1,9,1,17,16.9,1,11,1,1400,1350,0,31000,6,1
44,1,6,1,7,10,1,2,2,2086,999,17,1,1,1,11,12.5,3,6,2,1050,0,0,24000,11,2
39,2,4,1,7,10,1,1,1,2741,999,18,1,1,1,4,21.39,1,16,1,1900,2800,625,40000,9,1
52,2,1,1,7,10,1,2,2,1202,999,15,1,1,1,16,19.45,1,11,1,1050,1750,450,26000,9,1
46,2,4,1,7,10,1,1,2,2086,999,19.331132,1,1,1,5,20,3,4,2,1500,0,0,33000,9,2
37,2,4,1,7,10,2,1,2,900,999,3,1,9,1,14,13.33,3,5,2,250,0,0,8500,9,2
50,1,1,1,7,10,1,1,2,2920,999,19.331132,1,1,1,6,34.29,3,99,2,2200,0,1400,125000,9,2
48,1,1,1,7,10,1,1,2,2294,999,28,4,9,1,19,999.99,3,5,2,400,0,0,11500,7,2
53,2,4,1,7,10,1,1,2,1825,999,17,1,9,1,12,18.19,3,8,2,1350,0,0,30000,6,2
56,1,4,1,7,10,1,1,2,1564,999,13,1,9,1,22,15.6,3,16,1,1200,0,0,28000,7,2
60,2,1,1,7,10,1,1,2,2086,999,29,1,1,1,5,14.88,3,8,2,0,0,0,30000,9,1
43,1,1,1,7,10,1,1,2,1955,999,24,1,1,1,2,41.98,3,13,2,2300,3600,0,80000,6,1
43,2,1,1,7,10,1,1,2,1564,999,14,1,1,1,10,45.76,1,11,1,2100,7000,875,67500,12,1
51,1,1,1,7,10,1,1,2,1903,999,20,1,1,1,19,15,3,4,2,1400,0,0,33000,3,2
69,1,1,1,7,10,1,2,2,1368,999,50,1,2,1,21,20,3,2,2,0,0,0,29000,3,2
28,2,1,1,7,10,1,1,2,2086,999,8,1,1,1,8,20.4,1,12,1,1750,1900,450,41000,9,1
29,2,6,1,7,10,2,1,2,1980,999,7,1,1,2,8,18.66,1,12,1,475,650,125,13500,9,1
32,2,1,1,7,48,2,1,2,2021,999,19.331132,5,9,1,17,999.99,3,10,2,2800,0,0,11500,8,2
48,1,6,1,7,10,1,2,2,2086,999,22,1,1,1,17,10,1,6,2,950,175,0,24000,9,1
57,2,1,1,7,10,1,2,2,1043,999,25,3,9,1,2,999.99,3,4,2,650,0,0,16500,9,2
59,1,1,1,7,10,1,2,2,2294,999,31,3,9,1,21,999.99,3,4,2,1850,0,0,40000,4,2
41,1,1,1,7,10,1,1,2,1972,999,19.331132,1,1,9,3,8.25,3,8,2,25,0,25,1050,9,2
37,2,1,1,7,10,2,1,1,1721,999,16,1,9,1,2,12,3,6,2,900,0,0,22000,6,2
47,1,1,1,7,10,1,1,2,2607,999,24,3,9,1,2,999.99,3,14,2,2300,0,0,50000,8,2
47,2,1,1,7,10,1,1,1,1981,999,19.331132,1,1,1,2,20,3,6,2,2100,350,600,46000,8,1
24,2,6,1,7,10,1,1,2,536,4,2,1,9,1,17,15.5,3,7,2,250,0,0,7750,8,2
50,1,1,1,7,10,1,2,2,2040,999,24,1,1,1,20,30,1,2,2,2200,3000,1050,120000,6,1
53,1,4,1,7,10,1,1,2,2086,999,34,1,1,1,19,26.25,1,4,2,2200,0,1300,65000,9,2
51,1,1,1,7,10,1,1,2,2086,999,34,1,2,1,99,44.16,3,2,2,2300,3400,0,120000,9,1
44,2,1,1,7,10,1,1,2,1998,999,10,1,1,1,2,22,3,6,2,1500,0,0,34000,9,2
23,1,1,1,7,10,1,1,2,2190,999,4,1,1,1,23,30.51,1,2,2,2400,3000,1100,85000,7,1
69,1,1,1,7,10,1,2,2,2470,1,19.331132,1,2,1,22,24,3,4,2,0,0,0,49000,3,2
64,1,6,1,7,10,1,2,2,2086,999,46,1,1,1,6,33.5,1,2,2,2100,0,1200,85000,8,1
