@relation selecteddata2_post1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R4

@attribute ecage26 numeric
@attribute ecsex99 {1,2}
@attribute marst26 {1,2,3,4,5,6}
@attribute pvreg25 {10,11,12,13,24,35,46,47,48,59}
@attribute dwtenr25 {1,2}
@attribute mortg25 {1,2}
@attribute multj28 {1,2}
@attribute alhrp28 numeric
@attribute yrxfte11 numeric
@attribute clwkr1 {1,2,3,4,5,6}
@attribute prmjb1 {1,2,8,9}
@attribute fllprt1 {1,2,9}
@attribute nocg2e6 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,99}
@attribute imphwe1 numeric
@attribute uncoll1 {1,2,3}
@attribute n07c3g10 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,99}
@attribute pubpv10 {1,2,9}
@attribute cqpc42 numeric
@attribute rppc42 numeric
@attribute udpd42 numeric
@attribute wgsal42 numeric
@attribute hleveg18 {1,2,3,4,5,6,7,8,9,10,11,12}

@data
52,1,1,35,1,1,2,2086,33,1,1,1,24,27,1,5,2,2200,0,900,72500,5
27,2,6,35,1,1,1,4172,6,1,2,1,16,18,1,11,1,1100,0,25,26000,9
69,2,1,35,1,2,2,443,38,1,2,2,13,10.25,3,6,2,0,0,0,8750,6
58,2,4,35,2,1,2,1825,37,1,1,1,8,19.61,1,12,2,2200,3900,1450,50000,9
53,2,1,35,1,2,2,2294,30,1,1,1,5,14,3,6,2,1350,475,0,31000,6
59,1,1,35,1,2,2,1825,36,1,1,1,2,43.51,3,16,1,2200,10000,0,105000,11
31,1,6,35,2,1,2,2086,10,1,1,1,2,19.2,3,13,1,2200,3500,0,47000,9
52,1,1,35,1,1,2,2086,32,1,1,1,20,40.55,3,5,2,2300,10500,0,110000,9
54,1,2,35,1,1,1,4075,36,1,1,1,2,24.5,3,6,2,2200,1150,0,60000,6
60,2,1,35,1,1,2,2086,27,1,1,1,5,26.4,1,16,1,1900,1050,700,41000,8
34,1,1,35,1,1,1,1373,19.33113,1,1,1,20,25.91,1,4,2,2700,0,1200,39000,9
36,2,1,35,1,1,2,2086,13,1,1,1,9,34.56,1,12,1,2200,5750,875,70000,12
56,2,2,35,1,1,2,1955,31,1,1,1,7,35,1,12,1,2100,5250,1300,72500,9
38,1,2,35,2,1,2,2294,21,1,1,1,2,37.09,3,4,2,2300,3000,0,85000,6
49,2,1,35,1,1,2,2086,32,1,1,1,17,16.85,3,5,2,1350,200,0,29000,6
46,1,1,35,1,1,2,2086,7,1,9,1,21,46.56,1,7,1,2400,3100,1100,85000,11
58,1,5,35,1,2,2,2086,38,1,1,1,2,47.04,3,6,2,0,0,0,105000,9
32,1,2,35,2,1,2,2295,14,1,1,1,21,34.98,1,4,2,2100,0,1950,80000,9
26,1,6,35,1,1,2,2086,5,1,1,1,20,20,3,5,2,2200,0,0,48000,7
49,1,1,35,1,2,2,2086,28,1,1,1,17,22,2,16,1,1900,3300,0,44000,6
45,2,1,35,1,2,1,3890,23,1,1,1,17,23,1,12,1,2300,3300,825,62500,6
59,2,4,35,1,2,2,1669,31,1,1,9,10,29.83,1,11,1,2100,10000,1350,90000,11
50,2,1,35,1,1,2,1043,21,1,1,2,5,26.13,2,16,1,2300,4700,1050,60000,6
29,1,3,35,1,1,2,2086,9,1,1,1,20,43.5,1,3,2,2300,3800,1050,95000,6
32,1,1,35,1,1,2,2868,11,1,1,1,20,20.95,3,4,2,2300,500,0,57500,7
32,2,1,35,1,1,2,2190,8,1,1,1,8,34.29,1,12,1,2300,2800,800,50000,9
54,2,1,35,1,2,2,1564,32,1,1,1,3,26,3,8,2,2300,1400,0,55000,9
56,1,1,35,1,2,2,1955,33,1,9,1,11,54.27,1,9,1,2300,10500,1200,97500,12
49,2,1,35,1,1,2,2086,28,1,1,1,13,17.28,3,6,2,1600,0,0,36000,9
47,1,1,35,1,1,2,2607,31,1,1,1,24,26.11,3,5,2,2200,0,0,57500,11
54,1,1,35,1,2,2,2086,33,1,1,1,18,38.88,3,4,1,2300,7250,0,87500,9
54,2,1,35,1,2,2,1893,29,1,1,1,9,34.38,1,16,1,2100,6500,1100,70000,11
46,1,1,35,1,1,2,2086,21,1,1,1,15,36.48,2,16,1,2100,4000,0,92500,8
41,2,1,35,1,1,2,2086,15,1,9,1,8,20,3,12,2,2200,0,0,47000,9
43,1,1,35,1,1,2,2086,18,1,9,1,1,67.2,3,12,1,2200,12000,525,145000,12
54,1,1,35,1,2,1,1788,35,1,1,1,21,14.4,1,7,2,2300,3500,1000,48000,6
49,1,1,35,1,1,2,2086,25,1,1,1,15,33.7,1,16,1,2200,5500,1100,80000,9
42,2,1,35,1,1,1,2035,20,1,1,1,9,23.76,1,12,2,2100,1350,525,47000,9
43,2,1,35,1,1,2,2346,16,1,1,1,10,38.4,1,11,1,2100,10000,1600,90000,11
45,1,1,35,1,1,2,2346,16,1,1,1,10,37.55,1,11,1,2100,10000,1750,87500,12
61,2,1,35,1,1,1,1364,38,1,2,9,16,20,1,11,1,0,950,275,16500,9
62,1,1,35,1,2,2,2086,46,1,1,1,21,25.75,1,4,1,2200,4100,600,62500,9
50,1,1,35,1,1,2,2086,32,1,1,1,18,23.12,3,5,2,2300,3400,0,85000,9
53,1,1,35,1,2,2,2086,33,1,1,1,18,76.5,1,4,2,2300,0,850,190000,9
39,1,1,35,1,2,2,1955,14,1,1,1,2,51.2,3,16,1,2300,9500,0,105000,11
48,2,6,35,1,2,2,1629,26,1,1,1,5,16.38,3,13,2,1100,0,0,25000,9
50,1,3,35,2,1,2,2294,10,1,1,1,20,18.49,3,5,2,1800,0,0,41000,9
54,2,1,35,1,2,2,1893,22,1,1,1,5,29.31,1,16,1,2400,4100,850,55000,9
42,2,3,35,1,1,2,1564,0,1,1,1,17,20.32,1,12,1,1600,1850,450,35000,5
47,2,6,35,1,1,2,2086,27,1,1,1,2,24,2,5,2,2400,0,0,60000,9
57,1,1,35,1,1,2,1304,37,1,9,2,17,19.87,1,11,1,1250,0,0,28000,9
37,1,6,35,1,1,2,1955,10,1,1,1,8,34.82,1,12,1,2300,4750,1500,70000,11
56,2,1,35,1,2,2,1408,21,1,1,2,17,15.94,1,6,2,1000,75,400,26000,6
60,1,1,35,1,2,2,2086,19.33113,1,1,1,24,24.41,1,5,2,2200,1050,500,46000,6
43,2,1,35,2,1,2,1981,25,1,1,1,13,11.95,3,6,2,925,0,0,22000,7
51,1,1,35,2,1,2,1981,0,1,1,1,22,16.49,3,5,2,1700,1350,0,40000,6
49,1,1,35,1,1,2,2086,29,1,1,1,12,45.6,3,5,2,2100,1950,0,97500,11
56,2,1,35,1,1,2,1955,35,1,1,1,2,36.86,2,8,2,2400,2600,0,82500,6
54,1,1,35,1,1,2,2086,33,1,1,1,20,22.75,3,15,2,2300,0,0,48000,9
53,2,1,35,1,1,2,2086,33,1,1,1,17,16,3,14,1,1800,750,0,41000,6
40,2,1,35,1,1,2,1825,2,1,1,1,10,35.11,1,11,1,2200,7250,1000,67500,12
69,1,6,35,1,1,2,2294,44,1,1,1,9,17,3,12,1,0,700,0,80000,11
56,1,1,35,1,1,2,1955,32,1,9,1,6,32.73,3,11,1,2100,0,800,67500,11
61,1,1,35,1,1,2,2086,41,1,1,1,22,28,1,5,2,2200,0,775,77500,7
18,2,6,35,2,1,2,1043,0,1,1,2,14,10.25,3,14,2,125,0,0,10000,6
49,1,6,35,1,2,2,1818,29,1,1,1,24,11,3,5,2,625,0,25,18000,6
52,1,1,35,1,1,2,2086,30,1,1,1,24,40,1,5,2,1950,4300,1025,41000,9
45,1,2,35,1,1,1,2607,27,1,1,1,15,34.56,1,16,1,2200,4900,1050,50000,7
41,2,2,35,1,1,1,2764,22,1,1,1,7,40.8,3,12,1,2300,7250,400,135000,11
48,1,1,35,1,1,2,2503,30,1,9,1,24,27.6,3,5,2,2200,3800,0,82500,9
41,1,1,35,1,1,1,2310,9,1,1,1,5,29.76,2,12,1,2200,6750,1200,72500,12
41,2,1,35,1,1,2,1434,17,1,1,1,10,30.01,1,11,1,575,1500,375,16000,11
60,1,1,35,1,1,2,2086,42,1,1,1,24,36,3,5,2,2100,0,0,77500,9
52,2,1,35,1,1,1,2092,20,1,1,1,2,81.6,3,2,2,2300,2200,0,165000,12
31,1,1,35,1,1,2,2086,8,1,1,1,6,35.5,3,9,2,2100,2600,200,67500,11
68,1,1,35,1,1,2,2086,49,1,1,1,20,25.91,1,5,2,2200,0,1200,165000,10
26,1,6,35,1,1,2,1945,4,1,1,1,5,23.68,3,6,2,2200,0,0,44000,11
26,2,6,35,1,2,2,1955,5,1,1,1,5,13,3,8,2,1350,0,0,30000,11
49,1,6,35,2,1,2,2086,29,1,1,1,19,24,1,11,1,2300,3700,0,47500,9
46,2,6,35,1,1,2,2086,28,1,1,1,2,34.56,3,8,2,2400,5750,0,80000,7
22,1,6,35,2,1,2,834,0,1,1,2,17,10.8,3,6,2,350,0,275,11000,7
37,2,6,35,1,1,2,1893,16,1,1,1,5,27.5,1,16,1,2300,4400,825,52500,6
44,2,1,35,1,1,2,2043,24,1,1,1,99,86.4,3,15,2,2300,12000,0,175000,11
46,2,2,35,1,1,2,1893,25,1,1,1,1,48.4,3,16,1,2200,7250,0,95000,11
37,1,1,35,1,1,1,2607,15,1,1,1,20,42,1,13,2,2100,2600,1300,90000,9
36,2,1,35,1,1,2,2086,10,1,1,1,7,42,3,12,1,2200,6500,125,87500,9
55,2,1,35,1,1,2,1564,29,1,1,1,5,17.28,3,12,2,1150,0,0,28000,5
24,1,6,35,2,1,1,2134,0,1,2,9,15,10.09,3,16,1,1300,1250,0,32000,9
53,1,4,35,1,2,2,2086,32,1,1,1,6,37,1,9,2,2200,2600,750,90000,9
44,2,2,35,1,1,2,2086,15,1,1,1,13,15.36,3,6,2,1600,0,0,36000,6
31,1,1,35,2,1,2,1955,6,1,9,1,9,38,1,9,2,2100,5000,1150,77500,11
27,1,6,35,1,2,2,1877,10,1,1,1,18,25.91,1,4,2,2300,0,2600,82500,9
59,2,1,35,1,2,2,1825,10,1,1,1,4,26.33,1,8,1,2300,3600,775,48000,9
51,1,1,35,1,2,2,2086,32,1,1,1,6,33.6,3,5,2,2100,5250,0,135000,9
46,2,1,35,1,2,2,2086,29,1,1,1,6,21.6,3,5,2,2100,0,0,47000,9
55,2,2,35,1,1,2,2086,31,1,1,1,9,32.64,1,16,1,2200,5750,925,70000,9
34,1,6,35,1,2,2,2086,10,1,1,1,6,34.8,3,5,2,2200,0,0,57500,9
59,2,4,35,1,1,2,1825,20,1,1,1,10,22.57,1,11,1,1600,2800,675,37000,9
33,2,1,35,1,1,2,2190,13,1,1,1,24,26.3,3,5,2,2300,0,0,67500,9
37,1,1,35,1,1,2,2086,19,1,1,1,25,22,3,5,2,2200,0,0,47000,9
57,1,1,35,1,2,2,2086,19.33113,1,1,1,24,34.56,1,3,1,2100,4800,875,75000,5
55,2,1,35,1,2,2,2086,30,1,1,1,13,19.2,3,6,2,1700,1000,0,39000,6
44,1,1,35,1,1,2,1825,23,1,1,1,5,33.6,1,16,1,2300,4900,1000,62500,6
54,2,4,35,1,1,2,1955,31,1,1,1,3,23.55,3,8,2,2300,1300,0,48000,9
48,2,1,35,1,1,2,2086,20,1,1,1,10,39.36,1,11,1,2200,9500,1450,85000,11
24,2,1,35,2,1,2,2086,5,1,1,1,17,9.5,3,14,2,1000,0,0,23000,9
49,1,1,35,1,2,1,2503,29,1,1,1,4,40.8,3,15,2,2300,3900,0,95000,9
53,1,1,35,2,1,2,1955,31,1,1,1,4,36.35,1,16,1,2200,3400,825,60000,11
42,2,1,35,2,1,2,2086,14,1,1,1,7,32,1,12,1,1600,1500,825,35000,11
57,2,1,35,1,2,2,1955,39,1,1,1,4,25.6,3,12,1,2300,1350,350,50000,6
59,2,3,35,1,2,2,2086,20,1,1,1,10,41.02,1,11,1,2200,9750,1350,90000,11
28,2,1,35,1,1,2,1825,6,1,1,1,10,30.17,1,11,1,2300,7000,1200,62500,11
30,1,1,35,1,1,2,2123,7,1,1,1,19,33,1,4,2,2200,0,850,70000,9
27,1,1,35,1,1,2,2086,6,1,1,1,17,23.04,3,7,2,2100,0,0,60000,11
31,2,1,35,1,1,1,1915,9,1,2,1,10,30.01,1,11,1,2100,6250,975,62500,11
40,2,1,35,1,1,2,2086,12,1,1,1,2,33.69,3,5,2,2200,0,0,185000,12
58,2,6,35,1,1,2,2086,39,1,1,1,2,48,3,5,2,2200,5500,0,95000,10
59,1,1,35,1,2,2,2040,38,1,1,1,22,30.58,1,4,2,2300,0,6250,65000,9
21,2,6,35,2,1,2,939,0,1,1,2,13,9.6,1,6,2,425,0,350,11500,6
65,2,1,35,1,1,2,1955,26,1,1,1,17,21.5,1,12,1,0,2700,625,42000,6
54,2,1,35,1,1,2,1877,34,1,1,1,4,34.67,3,8,2,2200,3300,0,67500,6
29,1,6,35,1,1,2,1955,3,1,1,1,12,30.72,3,8,2,2200,3300,0,65000,11
55,1,1,35,1,1,2,1877,38,1,1,1,2,49.07,3,5,2,2100,275,0,95000,6
41,1,6,35,1,2,1,2235,19,1,9,1,13,11.25,3,6,2,1350,0,0,30000,9
65,1,4,35,1,2,2,2086,40,1,1,1,17,24.43,1,16,1,2200,3800,700,49000,11
46,1,1,35,1,1,2,2607,18,1,1,1,2,43.51,1,4,2,2400,3200,0,92500,11
50,2,6,35,2,1,2,2171,28,1,1,1,17,16.85,3,15,2,1850,250,0,40000,7
46,2,1,35,1,2,2,1825,26,1,1,1,4,26.33,1,11,1,2200,3700,775,50000,7
40,1,3,35,1,1,2,2086,11,1,1,1,2,74.88,3,6,2,2300,0,0,135000,9
30,1,1,35,1,1,2,2086,10,1,1,1,15,24.43,1,16,1,2100,9500,1800,97500,9
28,2,1,35,1,1,2,2157,11,1,1,1,3,22.61,3,9,2,2200,0,0,50000,9
42,1,4,35,2,1,2,2040,20,1,1,1,21,29,1,7,1,2200,5000,850,65000,7
19,1,6,35,1,1,2,1356,0,1,9,2,13,10.5,1,6,2,800,0,0,19500,6
56,1,1,35,1,1,2,2086,39,1,1,1,5,27.84,3,6,2,2200,0,0,65000,7
48,1,1,35,1,1,2,1955,25,1,1,1,3,28.87,3,8,2,2300,0,0,130000,12
35,2,1,35,1,2,2,2086,8,1,1,1,13,21.6,3,6,2,2000,0,0,43000,9
30,1,1,35,1,2,2,2294,12,1,1,1,24,32.29,1,5,2,2100,0,1150,72500,7
54,2,6,35,2,1,2,1460,17,1,1,2,13,10.43,3,6,2,475,0,0,14000,6
53,2,1,35,1,1,2,1020,16,1,1,2,5,16,3,4,2,475,0,0,14500,9
52,1,1,35,1,1,2,1955,30,1,1,1,2,48.13,3,7,2,2300,0,0,105000,11
24,2,6,35,1,1,2,2086,2,1,1,1,5,18.24,3,13,2,1200,0,0,28000,11
32,1,6,35,1,2,2,2086,8,1,9,1,10,33.6,1,11,1,2200,5250,700,75000,12
44,2,1,35,1,1,2,1877,23,1,1,1,5,20,3,12,2,1900,0,0,42000,9
44,1,1,35,1,1,2,1955,27,1,1,1,2,43.51,3,5,2,2200,0,0,52500,6
50,2,1,35,1,1,2,2086,3,1,1,1,17,27.84,3,6,2,2300,2000,0,57500,10
47,1,5,35,1,1,2,2086,26,1,1,1,2,62.4,3,5,2,0,0,0,165000,11
45,1,1,35,1,1,2,2086,25,1,1,1,24,34.27,1,5,2,2100,0,900,90000,9
34,1,1,35,1,1,2,2190,10,1,1,1,25,22.86,3,5,2,2200,0,0,60000,9
33,2,1,35,1,1,2,1825,8,1,1,1,9,19.2,3,12,2,1750,1250,0,38000,12
33,2,1,35,1,2,2,1955,8,1,1,1,2,35.84,3,12,1,1050,5250,375,25000,12
44,1,1,35,1,1,2,2086,19.33113,1,1,1,24,26.4,3,5,2,2300,0,0,57500,7
50,1,1,35,1,2,2,2086,22,1,1,1,17,21.71,1,11,1,2100,4800,650,45000,11
55,2,1,35,1,2,2,1955,29,1,1,1,7,29.2,1,12,1,2300,6500,1150,95000,9
62,1,1,35,1,1,2,1989,39,1,1,9,2,37.71,3,6,2,2200,9750,0,100000,8
32,1,6,35,1,1,2,1955,10,1,1,1,2,24.06,3,8,2,2100,0,0,57500,9
53,1,6,35,1,1,2,2086,8,1,1,1,21,24.85,1,6,2,2100,5750,975,75000,6
18,2,6,35,1,1,2,1043,0,1,9,2,14,10.25,3,14,2,175,0,0,10500,6
20,1,6,35,1,2,2,2086,4,1,1,1,20,12,3,6,2,675,25,0,17500,9
49,1,1,35,1,1,2,1981,26,1,1,1,6,34.8,1,13,2,2200,0,925,82500,9
55,1,1,35,1,2,2,2086,40,1,1,1,3,40.23,1,5,2,2100,0,1150,120000,9
25,1,6,35,2,1,1,2217,2,1,1,1,12,11,3,6,2,1000,0,0,23000,11
57,1,1,35,1,1,2,1929,40,1,1,1,24,41.51,1,5,2,2100,0,1050,80000,6
58,2,1,35,1,1,2,2086,33,1,1,1,4,40.8,3,8,2,2200,1100,0,90000,11
45,1,6,35,1,1,2,2190,18,1,1,1,15,40,1,16,1,2100,10000,1300,97500,7
37,1,6,35,1,1,2,1955,20,1,1,1,6,34.82,3,6,2,2300,2600,0,65000,11
45,1,2,35,1,1,2,2013,25,1,1,1,24,16,1,5,2,1650,0,450,35000,6
45,2,2,35,1,1,2,1757,22,1,1,9,10,50.65,1,11,1,2200,10500,1500,90000,12
60,2,1,35,1,2,2,2086,39,1,1,1,14,20.64,3,13,2,2100,1250,0,43000,7
63,1,1,35,1,2,1,3129,42,1,1,1,17,22.56,3,13,1,2300,1450,0,50000,10
65,2,1,35,1,1,2,1929,44,1,1,1,7,29.2,3,12,1,2200,0,0,92500,11
32,1,3,35,2,1,2,1669,19.33113,1,1,1,17,14.85,3,14,2,2050,1200,0,43000,9
54,2,1,35,1,1,2,1825,2,1,1,1,14,13.51,3,14,2,925,0,0,24000,3
52,2,1,35,1,2,2,2086,32,1,1,1,24,34,1,5,2,2300,0,800,65000,5
24,2,2,35,2,1,2,2086,2,1,1,1,17,11.6,3,14,2,1000,0,0,25000,11
51,2,1,35,1,1,2,1408,31,1,2,2,17,10,2,13,1,1050,0,0,25000,9
56,1,1,35,1,1,2,1564,29,1,2,1,14,24.43,1,13,2,725,425,225,17500,6
46,1,1,35,1,2,2,2086,26,1,1,1,6,34.8,3,4,2,2200,0,0,70000,9
30,2,1,35,2,1,2,2294,10,1,1,1,12,13.09,3,5,2,1950,0,0,43000,12
58,1,6,35,2,1,1,2481,19,1,1,1,17,11,1,14,2,750,0,475,19000,4
31,2,1,13,2,1,2,2235,9,1,1,1,7,55,2,6,2,2100,0,0,92500,12
21,1,6,35,2,1,2,598,1,1,1,1,23,27.69,1,2,2,0,0,400,36000,9
57,2,1,35,1,1,2,772,13,1,1,2,7,23.7,3,11,2,600,0,100,15500,9
62,1,1,35,1,1,2,2086,41,1,1,1,6,43.2,1,16,1,2100,6750,925,97500,8
29,1,6,35,1,1,2,2086,3,1,1,1,19,17.28,1,4,2,1700,25,0,38000,6
37,2,1,35,1,1,2,2086,13,1,1,1,12,16.85,3,3,2,2300,0,0,57500,11
40,1,1,35,1,1,2,2086,7,1,2,1,6,32.16,1,7,2,2300,5750,1000,72500,9
40,2,1,35,1,1,2,1825,15,1,2,1,10,24.14,3,11,1,1950,1850,0,42000,12
48,2,1,35,1,1,2,217,19.33113,1,2,2,10,19.5,1,11,1,1100,1300,375,25000,9
40,2,3,35,1,1,2,2086,15,1,1,1,2,54.24,3,8,2,2200,5750,0,85000,6
28,2,1,35,2,1,1,1619,7,1,1,1,16,19.2,1,11,1,1800,2400,600,37000,9
25,2,6,35,2,1,2,1147,0,1,1,2,16,14.7,3,12,2,1450,0,0,34000,9
34,1,1,35,1,1,2,1955,16,1,1,1,12,17.23,3,5,2,1950,1650,0,42000,9
54,2,1,35,1,2,2,886,0,1,1,2,5,17,3,8,2,675,0,0,16500,9
56,2,6,35,1,2,2,2607,31,1,1,1,99,104.45,3,16,1,2200,17000,0,300000,12
57,2,1,35,1,2,2,1669,29,1,1,1,6,21.56,3,5,2,2200,625,0,55000,11
27,1,6,35,2,1,2,2086,8,1,1,1,6,26.4,3,5,2,2100,1600,0,60000,11
55,2,1,35,1,2,1,1642,32,1,1,1,17,25.6,3,14,1,2000,775,0,43000,5
67,1,1,35,1,2,2,1981,44,1,1,1,4,13.32,3,7,2,0,725,0,32000,7
56,1,1,35,1,1,2,2190,38,1,1,1,24,42.06,1,5,2,2300,6750,1150,97500,6
51,2,1,35,1,2,2,1511,16,1,1,1,16,21.6,1,11,1,1650,2700,525,36000,9
51,1,1,35,1,2,1,2318,33,1,1,1,18,31.5,3,6,2,2100,1550,0,82500,9
58,1,1,35,2,1,2,3129,5,1,1,1,18,20.7,3,4,2,2300,7250,0,52500,9
62,2,1,35,1,1,2,1955,29,1,1,1,8,24.9,1,12,2,2200,1750,625,48000,9
58,2,1,35,1,2,2,2086,17,1,1,1,4,21.6,1,16,1,2300,1950,0,57500,8
47,1,1,35,1,2,2,1955,30,1,1,1,20,31,1,13,2,2200,2200,975,75000,4
38,1,1,35,1,2,2,2503,13,1,1,1,15,24.43,2,16,1,2300,11000,1850,110000,11
29,1,6,35,1,1,2,2086,7,1,1,1,14,10.25,1,14,2,1000,0,325,23000,6
63,2,1,35,1,1,2,2086,36,1,1,1,5,17.76,3,6,2,1750,1550,0,37000,4
62,2,1,35,1,2,2,1955,40,1,1,1,2,37.89,3,12,1,2300,12500,0,90000,12
38,2,4,35,2,1,2,2086,3,1,1,1,7,26.96,1,12,1,2300,3400,875,50000,9
33,1,1,35,1,1,2,2086,12,1,1,1,99,37.44,1,16,1,2200,8750,0,120000,9
49,2,1,35,1,1,2,1955,22,1,1,1,3,22.75,3,8,2,2100,0,0,44000,6
46,1,1,35,1,1,1,2352,21,1,1,1,22,23.12,1,5,2,2200,0,1200,75000,5
48,1,1,35,1,1,1,2711,23,1,1,1,8,33.5,1,12,1,2200,4200,0,62500,9
58,1,1,35,1,1,2,2451,42,1,1,1,15,27.78,3,5,2,2200,0,0,75000,4
66,1,1,35,1,2,2,1929,19.33113,1,1,1,6,41.51,1,5,2,0,0,1200,190000,9
52,2,1,35,1,1,2,860,19.33113,1,1,2,13,10.47,1,6,2,275,0,400,8750,9
54,1,1,35,1,1,2,2086,31,1,1,1,20,25.91,1,5,2,2100,0,1100,67500,7
53,2,1,35,1,2,2,2086,19.33113,1,1,1,4,21.6,3,12,2,2100,0,0,57500,6
30,1,1,35,1,1,2,1741,10,1,1,1,22,16.75,1,5,2,1350,675,450,32000,4
37,1,1,35,1,1,2,2086,14,1,1,1,5,18.24,1,5,2,1450,0,0,33000,7
62,1,1,35,1,2,2,1313,43,1,1,1,99,21,3,7,2,1900,0,0,41000,10
50,1,1,35,1,1,1,2477,32,1,1,1,5,19.38,3,6,2,2200,6250,0,87500,9
48,2,1,35,1,1,2,2086,27,1,1,1,6,20.19,1,9,2,2200,0,425,49000,9
37,1,1,35,1,1,2,2086,20,1,1,1,21,24,3,4,2,2400,0,0,50000,7
35,2,1,35,1,1,2,1499,0,1,1,2,10,30.72,1,11,1,1500,3500,525,35000,11
55,2,3,35,2,1,1,2162,32,1,1,1,99,12.3,3,6,2,1000,0,0,25000,7
62,1,1,35,1,1,2,2086,47,1,1,1,24,28.8,3,5,2,2200,0,0,70000,4
49,2,1,35,1,1,2,1377,20,1,1,2,13,16,1,6,2,800,0,525,20000,6
32,1,1,35,1,1,2,2607,6,1,1,1,22,25.91,3,4,2,1950,1000,0,44000,7
60,2,5,35,1,2,2,1981,41,1,1,1,5,22.74,3,5,2,0,2300,0,47000,9
47,1,4,35,1,1,2,2086,15,1,1,1,20,35.75,1,5,2,2300,0,1300,87500,9
47,2,3,35,2,1,2,1564,4,1,1,1,8,14.08,3,12,2,1050,0,0,25000,9
50,1,1,35,2,1,2,2086,30,1,1,1,20,45.6,3,6,2,2200,0,0,75000,6
24,2,6,48,2,1,2,2086,3,1,1,1,99,22.56,3,16,1,2100,2600,0,55000,11
41,1,6,35,2,1,2,2086,19,1,1,1,24,22,3,5,2,2200,6000,0,57500,7
37,1,1,35,1,1,2,2086,13,1,1,1,20,25,1,5,2,2300,0,1400,85000,9
37,2,1,35,1,1,2,2086,15,1,1,1,4,14.5,3,8,2,1350,0,0,30000,7
42,2,1,35,1,2,2,2086,19,1,1,1,9,44.16,1,11,1,2200,10500,1450,95000,11
46,1,1,35,1,2,2,2086,21,1,1,1,10,44.16,1,11,1,2200,11000,1300,95000,11
32,2,1,35,1,1,2,1929,12,1,1,1,4,33.73,3,8,2,2200,0,0,67500,9
49,2,1,35,1,1,2,2086,27,1,1,1,10,42.53,1,11,1,2200,9250,1250,87500,10
54,2,1,35,1,1,2,1669,18,1,2,1,16,27.46,1,11,1,1700,2900,525,38000,9
48,2,1,35,1,1,2,1460,0,1,1,2,8,48,3,12,1,2300,4200,525,72500,9
46,2,1,35,1,1,2,1825,20,1,1,1,4,22.75,3,8,2,1550,0,0,34000,9
44,2,1,35,1,2,2,1642,15,1,1,1,6,29.26,3,12,1,2300,3700,0,49000,11
48,1,1,35,1,2,2,2086,22,1,1,1,6,34.8,3,6,2,2300,0,0,85000,11
47,2,3,35,1,1,2,1825,22,1,1,1,9,44.61,3,11,1,2200,2900,0,67500,12
27,2,6,35,1,1,2,2086,0,1,1,1,14,11.04,3,14,2,1100,0,0,26000,11
58,1,1,35,1,2,2,2086,39,1,1,1,24,24.41,1,5,2,2200,0,750,52500,9
60,1,1,35,1,1,2,2086,43,1,1,1,20,24.3,1,7,1,2300,4200,775,55000,4
31,1,6,35,1,1,2,2086,11,1,1,1,22,25.91,1,6,2,2000,0,825,48000,6
38,2,1,35,1,1,2,2086,15,1,1,1,5,11,3,10,2,775,1000,0,19500,9
44,1,1,35,1,1,2,2190,25,1,1,1,22,12.75,3,6,2,1200,0,0,27000,9
25,2,6,35,1,1,2,1564,0,1,1,1,7,16.64,2,12,1,1100,0,1000,25000,12
25,1,6,35,1,1,2,2086,0,1,1,1,99,12.48,1,99,1,1200,0,1025,26000,12
55,2,1,35,1,2,2,1825,22,1,1,1,5,32.37,3,11,1,2300,1350,0,60000,11
64,2,4,35,1,2,2,1825,38,1,1,1,6,39.5,2,11,1,2300,2200,125,75000,12
32,2,1,35,2,1,2,1825,10,1,1,1,7,14,1,6,2,875,0,500,23000,9
49,2,2,35,1,1,2,1929,30,1,1,1,4,22.75,3,8,2,2200,0,0,52500,6
55,1,2,35,1,1,2,2190,39,1,1,1,21,23.12,1,5,2,1900,0,550,44000,4
33,2,6,35,2,1,2,2086,14,1,1,1,17,17.76,1,15,2,1700,0,400,36000,6
55,1,4,35,1,1,2,1955,36,1,1,1,2,38.4,3,8,2,2100,0,0,95000,9
51,2,6,35,1,1,2,2346,24,1,1,1,10,39.25,1,11,1,2300,10000,1500,90000,12
58,2,4,35,2,1,1,1779,8,1,2,1,13,13.85,3,6,2,1350,800,0,31000,6
41,2,1,35,1,1,2,2086,16,1,1,1,7,40,3,12,1,2200,3500,200,75000,9
31,1,6,35,2,1,2,2086,10,1,9,1,21,25.9,1,7,1,2100,4600,650,77500,9
47,2,6,35,2,1,2,1583,16,1,1,1,8,12,3,12,1,0,0,0,4750,9
31,1,2,35,2,1,2,2086,6,1,9,1,11,24.3,1,3,1,2200,9750,1750,92500,11
47,1,2,35,2,1,2,1825,31,1,1,1,20,22.49,1,11,1,2000,3200,750,44000,6
50,2,1,35,1,2,2,1251,22,1,1,2,5,16,3,12,2,950,1550,0,21000,9
