"","ecage26","ecsex99","marst26","mjacg26","immst15","pvreg25","dwtenr25","mortg25","multj28","alhrp28","mtlswk28","yrxfte11","clwkr1","prmjb1","fllprt1","nocg2e6","imphwe1","penpln1","uncoll1","n07c3g10","pubpv10","cqpc42","rppc42","udpd42","wgsal42","hleveg18"
"40115",59,2,1,1,7,46,1,1,1,1167,999,24,1,1,2,5,10.45,2,3,9,2,225,0,0,6750,9
"40116",58,1,1,1,7,46,1,1,2,2086,999,32,5,9,1,9,999.99,2,3,9,2,3600,0,0,0,12
"40117",72,1,5,1,7,46,1,2,2,1344.266,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,9500,12
"40118",35,1,6,4,7,46,1,1,2,1764,999,9,1,1,1,99,15,2,1,5,2,600,0,300,15000,9
"40119",67,2,1,4,7,46,1,1,2,34,999,28,1,2,2,99,29.96,1,1,12,1,0,0,75,2500,11
"40120",68,1,1,4,7,46,1,1,2,0,107,34,1,9,9,99,999.99,2,3,99,9,0,0,0,1450,10
"40121",72,1,1,3,7,46,1,1,2,1344.266,999,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,8
"40122",67,2,1,4,7,46,1,1,2,1669,999,31,1,2,9,5,13.75,2,3,8,2,0,0,0,4900,9
"40123",64,1,1,1,7,46,1,2,2,1825,999,41,1,1,1,9,15.09,2,3,12,2,0,0,0,28000,9
"40124",58,2,1,1,7,46,1,2,2,626,999,0,1,1,2,9,14,2,1,12,1,300,0,75,10500,6
"40125",65,2,1,3,7,46,1,2,2,0,56,0,1,9,9,99,999.99,2,3,99,9,0,0,0,200,9
"40126",66,1,1,3,7,46,1,2,2,0,66,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,10
"40127",57,2,1,1,7,46,1,1,1,1513,999,23,1,1,2,4,13.82,2,3,6,2,1850,0,0,40000,11
"40128",59,1,1,1,7,46,1,1,1,2694,999,38,6,9,1,3,999.99,2,3,9,2,3400,0,0,0,11
"40129",73,1,1,3,7,46,1,2,2,1344.266,999,32,1,9,9,99,999.99,2,3,99,9,0,0,0,0,8
"40130",70,2,1,3,7,46,1,2,2,1344.266,999,10,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"40131",80,1,1,3,7,46,1,2,2,1344.266,999,35,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40132",76,2,1,3,7,46,1,2,2,1344.266,999,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"40133",61,1,1,1,7,46,1,1,2,1477,2,19.33113,1,1,9,99,22.86,2,3,5,2,0,500,0,28000,9
"40134",57,2,1,3,7,46,1,1,2,0,145,10,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"40135",80,1,1,4,7,46,1,2,2,1344.266,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"40136",80,2,1,4,7,46,1,2,2,1344.266,999,25,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"40137",66,2,1,3,7,46,1,2,2,0,39,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"40138",66,1,1,3,7,46,1,2,2,0,157,35,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40139",76,1,5,3,7,46,1,1,2,1344.266,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40140",42,2,6,4,7,46,1,1,2,309,10,22,1,1,1,13,10.5,2,3,12,2,0,0,50,3200,9
"40141",45,2,4,1,7,46,1,1,2,1825,999,27,1,1,1,5,28.8,1,3,11,1,2200,3300,0,52500,9
"40142",20,2,6,2,7,46,1,1,1,1134,999,0,1,1,2,8,11.5,2,3,12,2,300,0,0,9250,8
"40143",63,2,5,3,7,46,1,1,2,528,4,40,1,2,2,13,9.5,2,3,6,2,0,0,0,8500,7
"40144",77,1,1,3,7,46,1,2,2,1344.266,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40145",76,2,1,4,7,46,1,2,2,1344.266,999,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"40146",32,2,1,4,7,46,1,2,2,6,12,14,1,1,1,17,16.85,1,1,13,1,50,275,50,5250,6
"40147",33,1,1,1,7,46,1,2,2,2086,999,17,6,9,1,2,999.99,2,3,14,2,50,0,0,0,6
"40148",52,1,1,1,7,46,1,1,2,2086,999,33,1,1,1,15,44.42,1,1,16,1,2200,8750,1450,90000,9
"40149",46,2,1,1,7,46,1,1,2,1520,999,6,1,1,1,17,13.55,1,1,12,1,775,1050,225,18000,6
"40150",62,2,4,3,7,46,1,2,2,0,79,37,1,9,9,99,999.99,2,3,99,9,0,0,0,0,12
"40151",61,1,1,1,7,46,1,2,2,2190,999,29,1,1,1,99,26.97,1,1,16,1,2300,3600,800,105000,7
"40152",57,2,1,1,7,46,1,2,2,2086,999,35,1,1,1,4,16.5,2,3,10,2,1200,0,0,30000,9
"40153",80,1,5,3,7,46,2,1,2,1344.266,999,34,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40154",78,1,1,3,7,46,1,2,2,1344.266,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40155",76,2,1,4,7,46,1,2,2,1344.266,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"40156",75,2,5,4,7,46,1,2,2,1344.266,999,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"40157",29,2,6,1,7,46,1,2,2,2040,999,6,1,1,1,99,18,2,3,6,2,1750,0,0,37000,8
"40158",63,1,1,3,7,46,1,2,2,0,997,35,1,9,9,99,999.99,2,3,99,9,0,0,0,25,7
"40159",58,2,1,1,7,46,1,2,2,1113,999,31,1,1,1,4,16,2,3,6,2,625,0,150,15000,5
"40160",71,1,4,3,7,46,1,2,2,1344.266,999,38,1,9,9,99,999.99,2,3,99,9,0,0,0,1900,11
"40161",80,2,1,4,7,46,1,2,2,1344.266,999,10,1,9,9,99,999.99,2,3,99,9,0,0,0,0,10
"40162",80,1,1,3,7,46,1,2,2,1344.266,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,325,7
"40163",68,2,4,3,7,46,1,1,2,174,8,47,1,2,2,5,13.4,2,3,8,2,0,0,0,4400,6
"40164",62,2,5,3,7,46,1,2,2,0,36,41,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40165",61,2,1,3,7,46,1,1,2,135,8,35,1,2,1,5,12,2,3,16,1,0,0,0,1950,6
"40166",61,1,1,3,7,46,1,1,2,492,9,39,1,1,1,6,35,1,1,13,1,0,1750,250,29000,9
"40167",29,1,6,1,7,46,2,1,2,1661,999,6,1,1,1,22,20,1,3,4,2,500,0,0,13000,4
"40168",19,1,6,1,7,46,2,1,2,2086,999,2,2,9,1,23,999.99,2,3,1,2,0,0,0,0,4
"40169",64,2,4,1,7,46,1,2,2,2086,999,22,5,9,1,2,999.99,2,3,14,2,0,0,0,0,9
"40170",61,2,6,4,7,46,1,2,2,1390,4,23,1,1,1,4,12.65,1,3,5,2,1450,1025,0,34000,5
"40171",58,2,4,1,7,46,1,2,2,2503,999,34,5,9,1,2,999.99,2,3,14,2,250,0,0,0,9
"40172",32,2,3,1,7,46,2,1,2,2023,999,7,1,1,1,99,26.4,1,2,11,1,1150,1650,350,27000,12
"40173",80,1,4,3,7,46,1,2,2,1344.266,999,45,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"40174",34,2,1,4,7,46,1,1,2,0,79,10,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40175",35,1,1,1,7,46,1,1,2,1744,2,16,1,1,1,6,28.8,2,3,4,2,2200,0,0,57500,6
"40176",80,2,1,3,7,46,2,1,2,1344.266,999,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40177",80,1,1,3,7,46,2,1,2,1344.266,999,48,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"40178",72,1,1,4,7,46,1,2,2,1344.266,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,7500,4
"40179",66,2,1,3,7,46,1,2,2,0,23,30,1,9,9,99,999.99,2,3,99,9,0,0,25,850,4
"40180",46,2,1,1,7,46,1,1,2,1530,999,15,1,2,1,16,16.85,1,1,11,1,0,1300,375,22000,8
"40181",71,2,3,3,7,46,2,1,2,1344.266,999,10,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"40182",80,1,1,3,7,46,2,1,2,1344.266,999,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"40183",76,2,1,3,7,46,2,1,2,1344.266,999,2,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40184",79,2,5,3,7,46,2,1,2,1344.266,999,15,1,9,9,99,999.99,2,3,99,9,0,0,0,50,9
"40185",78,2,5,3,7,46,2,1,2,1344.266,999,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,11
"40186",80,2,4,3,7,46,2,1,2,1344.266,999,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40187",80,2,5,3,7,46,2,1,2,1344.266,999,29,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"40188",33,2,1,1,7,46,2,1,2,1669,999,11,1,1,1,7,29.2,1,1,12,1,2100,2800,1150,44000,9
"40189",38,1,1,1,7,46,2,1,2,2086,999,19,1,1,1,24,17.95,1,1,5,2,2400,475,725,50000,6
"40190",27,1,1,1,7,46,2,1,2,2040,999,7,1,9,1,20,18,1,1,15,2,1600,575,525,35000,9
"40191",42,1,1,1,7,46,2,1,2,2086,999,22,1,9,1,24,23,2,3,5,2,1900,2200,0,41000,3
"40192",35,2,1,4,7,46,2,1,2,626,999,0,1,1,2,13,9.5,2,3,6,2,0,0,0,3400,12
"40193",58,1,1,1,7,46,2,1,2,1460,999,35,1,9,2,6,54.86,1,3,12,2,2100,0,150,70000,11
"40194",55,2,1,1,7,46,2,1,2,2092,999,38,1,9,1,4,15.84,2,3,6,2,2300,3500,400,50000,6
"40195",42,2,6,1,7,46,2,1,2,2086,999,5,1,1,1,8,29.05,1,1,12,1,2200,4100,775,62500,9
"40196",20,2,6,1,7,46,2,1,2,353,999,2,1,1,1,17,10,2,3,14,2,0,0,0,2400,6
"40197",36,1,1,1,7,46,2,1,2,1862,999,21,1,1,1,5,13.5,1,3,6,2,1550,0,0,34000,9
"40198",39,2,1,4,7,46,2,1,1,1426,999,20,1,1,1,16,17.76,2,1,11,1,1100,1200,325,26000,8
"40199",21,2,6,1,7,46,2,1,2,1669,999,19.33113,1,1,1,9,7.19,2,3,12,2,0,0,0,2400,5
"40200",71,2,1,3,7,46,1,2,2,1344.266,999,35,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"40201",74,1,1,3,7,46,1,2,2,1344.266,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"40202",42,2,1,2,7,46,1,1,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,10
"40203",36,1,1,1,7,46,1,1,2,2086,999,18,1,9,1,12,24,2,3,5,2,2100,0,0,47000,6
"40204",78,1,1,3,7,46,1,2,2,1344.266,999,45,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40205",71,2,1,3,7,46,1,2,2,1344.266,999,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,8
"40206",30,2,6,1,7,46,2,1,2,1955,999,6,1,1,1,6,31.06,2,3,7,2,2100,0,0,47000,9
"40207",27,2,6,1,7,46,2,1,2,1955,999,3,1,1,1,8,16,2,3,6,2,1250,0,0,28000,9
"40208",60,1,4,1,7,46,2,1,1,4258,999,44,1,1,1,21,23.12,2,3,7,2,0,0,0,47000,4
"40209",38,1,4,1,7,46,2,1,1,4312,999,20,6,9,1,2,999.99,2,3,4,2,800,0,0,0,9
"40210",55,2,1,1,7,46,1,2,1,2130,999,17,6,9,2,11,999.99,2,3,11,2,3500,0,0,34000,12
"40211",53,1,1,1,7,46,1,2,1,2346,999,23,1,1,1,99,77.35,1,1,11,1,2100,7500,1150,145000,12
"40212",21,2,6,2,7,46,1,2,2,0,17,0,1,9,9,99,999.99,2,3,99,9,0,0,0,1550,10
"40213",20,1,6,2,7,46,1,2,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,475,8
"40214",54,1,1,1,7,46,1,1,1,1910,999,36,1,1,1,21,9.38,1,1,11,1,2300,2800,600,52500,5
"40215",46,2,1,1,7,46,1,1,1,2718,999,30,1,1,1,9,32.66,1,1,16,1,2300,5000,925,77500,9
"40216",18,1,6,2,7,46,1,1,2,878,4,0,1,2,1,23,10,2,3,10,2,0,0,0,3100,5
"40217",30,2,1,4,7,46,1,1,2,587,999,6,1,1,1,7,31.2,2,3,9,2,950,0,1900,23000,12
"40218",33,1,1,1,7,46,1,1,2,2086,999,2,1,1,1,10,16.39,1,1,11,1,2200,3700,1250,52500,11
"40219",70,2,1,3,7,46,1,2,2,1344.266,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,1750,11
"40220",70,1,1,3,7,46,1,2,2,1344.266,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"40221",76,2,4,3,7,46,2,1,2,1344.266,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"40222",32,1,6,1,7,46,2,1,2,1889,999,12,1,1,1,14,12.75,1,3,14,2,1000,0,0,24000,8
"40223",63,2,3,1,7,46,2,1,2,1955,999,46,1,1,1,2,22.02,1,1,12,2,2000,2100,575,46000,9
"40224",64,2,1,1,7,46,1,1,1,2501,999,41,1,2,9,10,29.83,2,2,11,1,0,0,25,27000,12
"40225",63,1,1,3,7,46,1,1,2,1438,1,40,6,9,1,11,999.99,2,3,13,2,3000,0,0,0,12
"40226",34,1,1,1,7,46,2,1,2,1564,999,13,6,9,1,2,999.99,2,3,8,2,525,0,0,0,9
"40227",27,2,1,4,7,46,2,1,2,304,5,3,2,9,2,4,999.99,2,3,8,2,0,0,0,0,7
"40228",50,2,1,1,7,46,1,1,2,2247,999,22,6,9,1,9,999.99,2,3,12,2,0,0,0,0,5
"40229",56,1,1,1,7,46,1,1,2,1989,999,30,1,1,9,2,29.09,1,3,6,2,2300,0,0,165000,4
"40230",57,1,1,3,7,46,1,2,1,427,999,37,1,2,2,4,22.57,2,3,8,1,600,0,25,15000,9
"40231",60,2,1,4,7,46,1,2,2,2086,999,6,1,9,1,9,14,1,3,12,2,1600,3400,750,37000,12
"40232",47,2,3,1,7,46,1,1,2,2086,999,4,1,1,1,2,27.43,1,3,6,2,2200,0,0,62500,6
"40233",41,2,4,1,7,46,1,1,1,4693,999,22,6,9,1,9,999.99,2,3,12,2,550,0,0,0,9
"40234",18,1,6,2,7,46,1,1,2,527,999,0,1,1,1,17,9,2,3,14,2,0,0,0,13000,5
"40235",44,2,1,1,7,46,1,1,2,1005,999,20,1,1,1,4,21.15,1,2,11,1,1500,1550,0,34000,6
"40236",48,1,1,1,7,46,1,1,2,1850,999,17,1,1,1,13,20.24,1,1,6,2,1700,175,775,39000,8
"40237",31,2,3,1,7,46,1,1,2,1470,999,10,1,2,1,9,16.85,2,1,11,1,725,275,250,18500,9
"40238",35,1,3,1,7,46,1,1,2,2607,999,17,1,1,1,20,23.5,2,3,15,2,2100,0,0,70000,9
"40239",51,2,6,1,7,46,1,2,2,1825,999,26,1,1,1,10,38.4,2,1,11,1,2200,5500,1050,80000,12
"40240",40,2,1,1,7,46,1,1,2,2086,999,8,1,1,1,10,30.01,1,1,11,1,2200,5500,950,75000,11
"40241",41,1,1,1,7,46,1,1,2,1929,999,21,1,1,1,7,33.05,1,1,12,1,2200,4700,1450,75000,11
"40242",52,1,6,1,7,46,1,1,2,2086,999,34,1,1,1,18,33,2,3,4,2,2300,0,0,82500,4
"40243",47,2,1,1,7,46,1,1,2,2086,999,32,1,2,1,10,28.8,1,3,11,1,2200,1900,0,65000,11
"40244",60,1,1,3,7,46,1,2,2,0,83,42,1,9,9,99,999.99,2,3,99,9,0,0,0,225,9
"40245",55,2,1,3,7,46,1,2,2,264,9,39,1,2,2,11,9.5,2,3,13,2,0,0,0,2300,6
"40246",70,2,1,4,7,46,1,2,2,1344.266,999,25,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40247",79,1,1,4,7,46,1,2,2,1344.266,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"40248",74,1,1,3,7,46,1,2,2,1344.266,999,45,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40249",71,2,1,4,7,46,1,2,2,1344.266,999,25,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"40250",51,2,1,1,7,46,1,1,2,2086,999,20,1,1,1,17,18.5,1,1,12,1,1700,2400,550,39000,4
"40251",55,1,1,1,7,46,1,1,2,2086,999,29,1,1,1,17,18,1,1,5,2,1900,0,675,42000,6
"40252",53,2,4,1,7,46,1,1,1,1930,999,28,1,1,1,8,15.81,1,1,12,1,1400,1600,375,32000,9
"40253",18,2,6,2,7,46,1,1,2,654,999,0,1,1,2,14,10,2,3,14,2,0,0,0,3900,5
"40254",80,2,5,3,7,46,1,2,2,1344.266,999,45,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40255",58,1,1,4,7,46,1,2,2,0,47,41,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40256",58,2,1,1,7,46,1,2,2,652,999,33,6,9,2,9,999.99,2,3,12,2,0,0,0,0,4
"40257",80,1,5,3,7,46,1,2,2,1344.266,999,45,1,9,9,99,999.99,2,3,99,9,0,0,0,75,4
"40258",80,1,1,3,7,46,2,1,2,1344.266,999,42,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"40259",80,2,1,3,7,46,2,1,2,1344.266,999,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"40260",61,2,6,4,7,46,2,1,2,0,42,25,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"40261",42,2,6,1,7,46,2,1,2,1304,999,14,1,1,2,17,16.87,1,1,12,1,1450,2200,400,34000,7
"40262",48,1,6,1,7,46,2,1,2,2269,999,30,1,2,1,21,23,2,3,4,2,1750,0,0,39000,9
"40263",50,1,1,1,7,46,1,1,2,2086,999,29,1,1,1,24,27.5,1,1,5,2,2100,0,675,72500,6
"40264",45,2,1,1,7,46,1,1,2,1825,999,19,1,1,1,16,14.75,1,3,11,1,825,1500,0,22000,6
"40265",68,1,1,3,7,46,1,2,2,1955,3,35,1,2,1,23,13,2,3,1,2,0,0,0,3500,5
"40266",61,2,1,1,7,46,1,2,2,783,999,19,1,1,2,13,12.5,2,3,6,2,0,0,0,10500,9
"40267",57,2,4,1,7,46,2,1,2,1825,999,19.33113,1,1,1,5,13.21,2,3,9,2,1050,0,0,23000,9
"40268",38,1,6,1,7,46,2,1,1,1927,999,18,1,1,1,22,25.91,2,3,12,2,0,0,0,525,6
"40269",62,2,2,1,7,46,1,1,2,1747,999,31,1,1,1,7,19.11,1,1,12,1,0,975,500,33000,9
"40270",64,1,2,1,7,46,1,1,1,1816,999,43,4,9,1,23,999.99,2,3,10,2,0,0,25,22000,9
"40271",42,2,1,1,7,46,1,1,2,1912,999,3,1,1,1,8,19.73,1,1,12,1,1600,2100,475,33000,9
"40272",42,1,1,1,7,46,1,1,2,1929,999,21,1,9,1,7,33.05,1,1,12,1,2200,0,0,77500,11
"40273",77,2,5,3,7,46,1,2,2,1344.266,999,15,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40274",48,1,1,1,7,46,1,1,2,2086,999,30,1,1,1,6,34.8,1,3,99,1,2200,5000,0,75000,6
"40275",51,2,1,1,7,46,1,1,2,2086,999,26,6,9,1,2,999.99,2,3,5,2,1900,0,0,0,9
"40276",24,1,6,1,2,46,2,1,2,989,999,0,1,1,1,3,17.28,2,3,6,2,650,0,0,17000,12
"40277",22,2,6,2,7,46,1,1,1,1442,999,0,1,2,1,5,15,2,3,16,1,700,0,0,19000,8
"40278",69,2,5,3,7,46,1,2,2,0,115,37,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"40279",42,1,1,1,7,46,1,1,2,2086,999,16,1,1,1,2,37.44,1,1,16,1,2100,5250,1025,80000,11
"40280",40,2,1,1,7,46,1,1,2,2092,999,23,1,1,1,4,28.8,1,3,16,1,2300,3400,0,65000,11
"40281",68,1,1,3,7,46,1,2,2,174,11,42,1,1,1,6,34.8,1,1,9,1,0,25,75,12500,12
"40282",62,2,1,3,7,46,1,2,2,0,997,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40283",66,2,1,3,7,46,1,2,2,0,187,28,1,9,9,99,999.99,2,3,99,9,0,275,0,0,7
"40284",68,1,1,3,7,46,1,2,2,0,187,46,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40285",69,1,1,3,7,46,1,2,2,0,165,32,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40286",68,2,1,4,7,46,1,2,2,104,999,45,1,2,2,10,29.22,2,3,11,1,0,0,0,1350,6
"40287",64,1,1,3,7,46,1,2,2,0,165,29,1,9,9,99,999.99,2,3,99,9,0,0,50,0,9
"40288",67,2,1,3,7,46,1,2,2,0,93,37,1,9,9,99,999.99,2,3,99,9,0,0,150,25,10
"40289",57,1,1,1,7,46,1,2,2,2086,999,38,3,9,1,24,999.99,2,3,5,2,2100,0,0,45000,9
"40290",54,2,1,1,7,46,1,2,2,2086,999,33,3,9,1,5,999.99,2,3,4,2,2200,0,0,47000,9
"40291",63,2,1,1,7,46,1,2,2,2086,999,36,1,1,1,17,21,1,1,3,1,2000,2600,625,43000,4
"40292",61,1,1,3,7,46,1,2,2,7,12,43,1,1,1,21,23.12,2,3,7,2,0,0,0,10500,5
"40293",61,2,1,1,7,46,1,1,2,1043,999,9,1,1,2,17,17.15,1,1,12,2,0,1150,275,19000,6
"40294",64,1,1,1,7,46,1,1,2,1989,999,49,1,1,9,21,27.65,1,3,7,2,0,3900,0,57500,9
"40295",80,2,5,4,7,46,1,2,2,1344.266,999,6,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"40296",63,2,1,3,7,46,1,1,2,0,154,15,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"40297",66,1,1,3,7,46,1,1,2,0,157,35,1,9,9,99,999.99,2,3,99,9,0,1150,0,0,9
"40298",53,2,1,1,7,46,1,2,2,2086,999,36,1,1,1,2,30.72,2,3,6,2,2200,0,0,65000,5
"40299",53,1,1,1,7,46,1,2,2,2086,999,35,1,1,1,20,23.12,1,1,16,1,2100,3700,675,57500,9
"40300",63,1,4,1,2,46,1,1,2,1521,999,41,1,1,1,21,18,2,3,7,2,2300,0,0,67500,9
"40301",76,1,1,4,7,46,2,1,2,1344.266,999,50,1,9,9,99,999.99,2,3,99,9,0,0,150,50000,6
"40302",75,2,1,3,7,46,2,1,2,1344.266,999,16,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40303",51,2,1,1,7,46,1,2,2,1955,999,30,1,1,1,17,10.5,2,3,14,2,825,0,0,21000,5
"40304",45,1,1,1,7,46,1,2,2,2086,999,30,1,1,1,20,28,2,3,5,2,2000,0,0,47000,4
"40305",17,1,6,2,7,46,1,2,2,2086,999,1,1,2,1,24,10,2,3,5,2,25,0,0,4750,5
"40306",80,2,5,4,7,46,1,2,2,1344.266,999,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"40307",65,1,4,3,7,46,1,2,2,869,8,47,1,1,1,21,17,2,3,4,2,0,0,0,9750,9
"40308",45,1,1,1,7,46,1,1,2,2086,999,28,1,1,1,2,28.8,1,3,5,2,2300,0,0,77500,9
"40309",46,2,1,1,7,46,1,1,2,2086,999,17,1,1,1,9,16.99,1,3,12,2,1500,1450,200,35000,9
"40310",18,2,6,1,7,46,1,1,2,825,999,0,1,1,1,5,10,1,3,5,2,75,0,0,8250,6
"40311",54,2,3,1,7,46,1,1,2,436,999,13,1,1,2,16,11.95,2,1,12,2,175,0,50,7750,9
"40312",52,1,1,1,7,46,1,2,2,2086,999,26,1,1,1,18,25,2,1,4,2,2300,0,950,95000,3
"40313",44,2,1,4,7,46,1,2,2,1744,2,3,1,1,1,5,14.95,2,3,12,2,1300,0,0,31000,9
"40314",19,2,6,4,7,46,1,2,2,786,4,0,1,2,1,4,12,2,3,12,2,275,0,0,8000,8
"40315",65,2,1,1,7,46,1,2,2,1955,999,19.33113,1,1,1,9,30.01,1,1,12,1,0,950,500,47000,6
"40316",68,1,1,3,7,46,1,2,2,0,20,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40317",55,1,1,1,7,46,1,1,1,5200,999,38,1,1,1,21,25.91,2,3,4,2,2600,0,0,18500,6
"40318",48,2,1,1,7,46,1,1,2,2086,999,21,1,1,1,99,30.43,2,3,4,2,2200,0,0,80000,11
"40319",54,1,1,1,7,46,1,2,2,3129,999,35,6,9,1,23,999.99,2,3,1,2,500,0,0,13500,6
"40320",49,2,1,1,7,46,1,2,2,2086,999,11,1,1,1,8,19,1,1,12,1,1900,2700,500,44000,6
"40321",51,1,1,1,7,46,1,1,2,2086,999,35,1,1,1,22,26,1,3,4,2,2100,4200,0,60000,4
"40322",49,2,1,1,7,46,1,1,2,1564,999,19.33113,1,1,1,16,16.85,1,3,11,1,1050,1350,0,23000,6
"40323",18,1,6,2,7,46,1,1,2,1694,2,2,1,1,1,22,14,1,3,4,2,0,0,0,2500,6
"40324",75,2,5,4,7,46,1,2,2,1344.266,999,25,1,9,9,99,999.99,2,3,99,9,0,0,0,0,11
"40325",41,1,1,1,7,46,1,1,2,3129,999,25,1,1,1,2,30.72,1,3,5,2,0,0,0,100000,8
"40326",38,2,1,1,7,46,1,1,2,3129,999,23,1,1,1,2,17.6,2,3,7,2,2200,0,0,57500,11
"40327",61,2,5,1,7,46,1,1,2,1043,999,15,1,1,2,13,10.7,2,3,6,2,0,0,0,11000,6
"40328",74,1,1,3,7,46,1,2,2,1344.266,999,33,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"40329",70,2,1,3,7,46,1,2,2,1344.266,999,8,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"40330",68,2,1,3,7,46,1,2,2,0,500,2,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"40331",68,1,1,3,7,46,1,2,2,0,93,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40332",68,2,5,3,7,46,2,1,2,0,78,25,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"40333",80,2,5,3,7,46,1,2,2,1344.266,999,2,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"40334",66,2,5,3,7,46,1,2,2,0,376,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"40335",63,2,5,1,7,46,1,1,2,0,997,48,1,9,9,99,999.99,2,3,99,9,0,0,150,13500,9
"40336",80,2,5,4,7,46,1,2,2,1344.266,999,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"40337",48,2,4,4,7,46,2,1,2,0,326,1,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"40338",76,2,5,3,7,46,2,1,2,1344.266,999,42,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"40339",30,2,6,1,7,46,2,1,2,1929,999,3,1,1,1,7,16.09,1,1,12,1,2200,6250,1200,77500,11
"40340",26,1,6,1,7,46,1,1,2,2086,999,6,1,1,1,2,25.5,1,2,3,1,2300,3400,0,52500,9
"40341",58,2,1,1,7,46,1,1,2,1060,999,19.33113,1,1,2,16,15.51,1,1,12,1,1150,850,350,28000,9
"40342",58,1,1,1,7,46,1,1,2,2086,999,19.33113,1,1,1,5,27.65,2,1,3,1,2300,3000,600,55000,6
"40343",66,1,1,1,7,46,1,1,2,2086,999,50,6,9,1,19,999.99,2,3,5,2,0,0,0,0,3
"40344",66,2,1,4,7,46,1,1,2,0,19,4,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
