"","ecage26","ecsex99","marst26","mjacg26","immst15","pvreg25","dwtenr25","mortg25","multj28","alhrp28","mtlswk28","yrxfte11","clwkr1","prmjb1","fllprt1","nocg2e6","imphwe1","penpln1","uncoll1","n07c3g10","pubpv10","cqpc42","rppc42","udpd42","wgsal42","hleveg18"
"5442",37,1,2,1,7,24,1,2,2,2086,999,19.3311315269217,1,1,1,21,33.6,2,1,4,2,2100,3400,1200,70000,9
"5443",33,2,2,1,7,24,1,2,2,1669,999,19.3311315269217,1,1,1,4,17,2,3,5,2,1400,0,0,31000,9
"5444",28,2,1,4,7,24,1,1,2,834,999,2,1,2,2,9,20,1,1,11,1,150,75,25,6250,9
"5445",26,1,1,1,7,24,1,1,2,2091,999,10,1,1,1,24,14,2,3,5,2,1100,0,0,27000,9
"5446",80,2,5,3,7,24,2,1,2,1344.26571978103,999,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,2
"5447",66,2,6,4,7,24,2,1,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,1
"5448",48,2,4,1,7,24,1,1,2,2044,999,31,1,1,1,22,15.5,2,3,5,2,1200,0,0,30000,5
"5449",21,1,6,2,7,24,1,1,2,664,8,1,1,2,1,6,17,2,3,5,2,400,0,0,9500,9
"5450",17,1,6,2,7,24,1,1,2,257,999,0,1,1,2,17,10,2,3,5,2,0,0,0,3300,4
"5451",63,2,2,1,7,24,1,1,2,2086,999,48,6,9,1,17,999.99,2,3,15,2,0,0,0,0,10
"5452",37,2,6,1,7,24,2,1,2,1981,999,19.3311315269217,1,1,1,25,18,2,1,5,2,1450,0,625,33000,7
"5453",77,2,5,3,7,24,1,2,2,1344.26571978103,999,43,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5454",67,2,2,3,7,24,2,1,2,0,262,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5455",71,1,2,3,7,24,2,1,2,1344.26571978103,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"5456",46,1,3,1,7,24,1,1,1,3123,999,19.3311315269217,1,1,1,22,25.33,1,1,4,2,2300,1500,1050,46000,6
"5457",47,1,1,1,7,24,1,2,2,2086,999,27,1,1,1,24,19.2,1,1,5,2,2300,0,800,47000,9
"5458",45,2,1,4,7,24,1,2,2,0,103,21,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"5459",18,2,6,2,7,24,1,2,1,866,999,0,1,1,2,14,11,2,3,14,2,0,0,0,7750,5
"5460",80,1,1,3,7,24,1,2,2,1344.26571978103,999,25,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5461",69,2,1,3,7,24,1,2,2,0,14,16,1,9,9,99,999.99,2,3,99,9,0,0,0,175,3
"5462",26,2,2,4,7,24,2,1,2,0,14,19.3311315269217,1,9,9,99,999.99,2,3,99,9,425,0,0,775,9
"5463",57,1,1,4,7,24,1,2,1,2134,999,35,1,2,1,6,6.29,2,3,5,2,250,0,25,9500,9
"5464",53,2,1,1,7,24,1,2,2,1825,999,30,1,1,1,7,38.4,1,1,12,1,2300,4800,1300,72500,11
"5465",37,2,2,1,7,24,1,1,2,1043,999,18,1,1,2,8,21.66,1,1,12,1,1350,1250,800,31000,9
"5466",40,1,2,1,7,24,1,1,2,2086,999,19.3311315269217,1,1,1,24,23.13,2,3,5,2,2200,0,0,50000,9
"5467",59,2,1,3,7,24,1,2,2,0,42,33,1,9,9,99,999.99,2,3,99,9,0,0,100,0,11
"5468",59,1,1,3,7,24,1,2,2,0,997,34,1,9,9,99,999.99,2,3,99,9,0,0,25,0,12
"5469",22,1,6,1,7,24,1,1,2,1217,999,7,1,1,1,20,15.25,2,3,15,2,1100,0,0,26000,9
"5470",49,1,2,1,7,24,1,1,2,2086,999,30,1,1,1,19,33.6,1,1,4,2,2400,3100,1450,82500,9
"5471",47,2,2,1,7,24,1,1,2,1825,999,26,1,1,1,3,19.2,1,1,12,1,1750,1700,700,37000,9
"5472",17,2,6,2,7,24,1,1,2,53,999,0,1,2,2,10,10.04,2,3,11,1,0,0,0,300,7
"5473",19,2,6,2,7,24,1,1,2,326,999,1,1,2,2,17,9.5,2,3,14,2,0,0,0,2900,9
"5474",80,1,1,3,7,24,2,1,2,1344.26571978103,999,47,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5475",80,2,1,3,7,24,2,1,2,1344.26571978103,999,48,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5476",66,1,1,1,7,24,1,2,2,3650,999,38,1,1,1,23,8.96,1,3,1,2,0,0,0,3400,3
"5477",66,2,1,4,7,24,1,2,2,0,997,3,1,9,9,99,999.99,2,3,99,9,0,0,0,3400,6
"5478",27,1,6,1,7,24,1,2,2,3650,999,7,3,9,1,23,999.99,2,3,1,2,300,0,0,11000,9
"5479",76,2,5,3,7,24,1,2,2,1344.26571978103,999,35,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5480",64,1,1,4,7,24,1,1,2,0,96,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5481",55,2,1,1,7,24,1,1,2,2086,999,23,1,1,1,24,12,2,3,5,2,1150,0,0,26000,4
"5482",34,1,6,1,7,24,1,1,2,2086,999,17,1,1,1,24,18.86,2,3,5,2,1100,0,0,26000,4
"5483",30,1,6,1,7,24,2,1,2,2086,999,15,1,1,1,23,23.46,2,3,2,2,1200,0,0,29000,6
"5484",56,1,1,1,7,24,1,2,2,2086,999,33,1,1,1,24,22,2,3,5,2,2050,0,0,43000,3
"5485",54,2,1,1,7,24,1,2,2,1949,999,37,1,1,1,24,11.78,2,1,5,2,600,0,150,16000,5
"5486",61,1,1,1,7,24,1,1,2,2086,999,19.3311315269217,1,1,1,24,22,1,1,5,2,2200,1750,775,57500,7
"5487",56,2,1,1,7,24,1,1,1,2329,999,19.3311315269217,1,1,1,9,10,2,3,12,2,875,0,0,20000,3
"5488",48,2,6,1,7,24,1,1,2,1825,999,24,1,1,1,9,34.56,1,1,12,1,2200,1550,950,62500,11
"5489",52,2,4,1,7,24,2,1,2,1809,999,21,1,1,1,17,9.75,2,3,5,2,625,0,0,15000,3
"5490",41,1,1,1,7,24,1,1,2,2086,999,22,1,9,1,6,18.72,1,3,8,2,2300,0,0,62500,9
"5491",39,2,1,1,7,24,1,1,2,1669,999,19.3311315269217,1,1,1,9,14.07,1,3,12,2,1300,575,0,30000,7
"5492",17,1,6,2,7,24,1,1,2,723,999,0,1,2,1,25,13.24,2,3,5,2,0,0,0,3200,5
"5493",61,2,5,1,7,24,1,1,2,391,999,19.3311315269217,6,9,2,8,999.99,2,3,12,2,0,0,0,0,7
"5494",34,2,3,4,7,24,1,1,1,4904,999,14,3,9,1,2,999.99,2,3,13,2,400,0,250,10250,9
"5495",55,1,2,1,7,24,1,2,2,1738,999,39,1,2,1,6,18.4,2,3,5,2,0,0,0,21000,5
"5496",19,2,6,2,2,24,2,1,2,0,30,0,1,9,9,99,999.99,2,3,99,9,0,0,0,975,7
"5497",48,2,1,1,7,24,1,1,2,2037,999,5,1,9,1,24,16.5,2,3,5,2,825,0,0,19000,4
"5498",48,1,1,1,7,24,1,1,2,2029,999,21,1,9,1,19,15.76,2,3,6,2,1450,0,0,34000,5
"5499",23,2,2,4,7,24,2,1,2,518,7,6,1,9,1,5,12,2,3,10,2,0,0,0,2000,4
"5500",60,1,1,3,7,24,1,2,2,130,999,40,6,9,1,12,999.99,2,3,1,2,600,0,0,0,3
"5501",57,2,1,1,7,24,1,2,2,3129,999,14,6,9,1,9,999.99,2,3,12,2,3600,0,475,0,4
"5502",35,1,2,1,7,24,1,1,1,2103,999,19.3311315269217,1,1,1,11,21.6,2,3,5,2,2300,0,0,50000,7
"5503",35,2,2,1,7,24,1,1,2,1685,999,9,1,2,1,16,23.99,1,1,11,1,1800,2100,675,40000,9
"5504",78,1,1,3,7,24,1,2,2,1344.26571978103,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,2
"5505",73,2,1,3,7,24,1,2,2,1344.26571978103,999,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5506",55,1,1,1,7,24,1,1,2,1670,999,18,1,1,1,24,13.5,2,3,5,2,1100,0,0,25000,5
"5507",52,2,1,1,7,24,1,1,2,2086,999,32,1,1,1,17,12.8,1,1,6,2,1100,625,500,26000,3
"5508",70,2,5,3,7,24,1,2,2,1344.26571978103,999,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5509",37,2,3,1,7,24,1,1,2,2607,999,11,1,1,1,2,17.28,2,3,14,2,2000,0,0,45000,10
"5510",61,1,1,3,7,24,1,2,2,0,997,43,1,9,9,99,999.99,2,3,99,9,0,0,0,15500,10
"5511",63,2,1,3,7,24,1,2,2,0,79,35,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"5512",46,1,2,1,7,24,1,1,2,1989,999,29,1,1,1,21,18.75,2,3,7,2,1350,0,0,30000,6
"5513",57,1,4,1,7,24,2,1,2,1989,999,23,1,1,1,24,14.7,2,3,5,2,1450,0,0,32000,9
"5514",52,1,2,1,7,24,1,2,2,2868,999,19.3311315269217,3,9,1,2,999.99,2,3,4,2,0,0,0,55000,4
"5515",42,2,2,1,7,24,1,2,2,1564,999,5,1,9,1,4,19,2,1,13,1,1100,0,0,24000,3
"5516",42,1,3,1,7,24,1,1,2,2086,999,24,1,9,1,20,19.59,1,1,5,2,2200,1600,800,52500,9
"5517",36,2,2,1,7,24,1,1,1,2009,999,16,1,1,1,4,11,2,3,9,2,675,0,0,17500,9
"5518",54,1,1,1,7,24,1,2,2,2086,999,37,4,9,1,2,999.99,2,3,4,2,1800,1150,725,40000,6
"5519",54,2,1,4,7,24,1,2,2,648,999,33,1,1,2,4,15,2,3,15,2,350,500,200,11000,6
"5520",27,1,1,1,7,24,1,1,2,1909,999,7,1,1,1,20,25,2,3,6,2,2200,0,0,72500,9
"5521",22,1,6,1,7,24,1,2,2,1610,999,2,1,1,1,19,25.36,1,1,4,2,1650,1700,700,37000,9
"5522",26,1,1,1,7,24,1,1,2,1434,999,7,6,9,1,12,999.99,2,3,8,2,1850,0,0,1000,9
"5523",32,2,1,4,7,24,1,1,2,1955,999,9,1,1,1,2,34.05,1,3,8,2,1500,1050,250,32000,11
"5524",42,1,2,1,7,24,1,2,2,2086,999,25,5,9,1,2,999.99,2,3,14,2,2100,0,0,43000,5
"5525",61,1,1,4,7,24,1,1,2,0,29,45,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"5526",60,2,1,4,7,24,1,1,2,0,376,15,1,9,9,99,999.99,2,3,99,9,1950,0,375,44000,6
"5527",58,1,1,1,7,24,1,2,2,3129,999,37,3,9,1,2,999.99,2,3,6,2,1950,0,0,37000,3
"5528",58,2,1,1,7,24,1,2,2,1825,999,32,1,9,1,2,59.41,1,3,11,1,2300,0,0,100000,11
"5529",25,1,6,1,7,24,2,1,2,2190,999,1,1,1,1,23,13.5,2,3,1,2,1150,0,0,27000,11
"5530",24,1,6,1,7,24,1,2,1,2612,999,5,1,1,1,21,15,2,3,7,2,1700,0,0,38000,9
"5531",21,2,6,1,7,24,1,2,2,1218,999,0,1,9,1,17,13,2,3,13,2,850,0,475,19500,9
"5532",19,1,6,1,7,24,1,2,2,1090,2,1,1,9,2,17,10.97,2,3,14,2,1050,0,0,15000,7
"5533",56,1,1,1,7,24,1,1,2,1992,999,34,1,1,1,25,19.35,1,1,5,2,2100,1400,450,45000,5
"5534",57,2,1,1,7,24,1,1,2,1741,999,26,1,1,1,25,21.6,1,1,5,2,1750,1250,475,38000,9
"5535",28,1,6,1,7,24,1,1,2,1676,999,11,1,2,1,21,11.11,2,3,7,2,1100,0,0,27000,4
"5536",46,1,2,1,2,24,1,1,2,1825,999,26,1,9,1,2,35.66,2,3,13,2,2200,0,0,57500,9
"5537",68,2,3,3,7,24,2,1,2,1669,999,19.3311315269217,1,1,9,4,10.19,2,3,10,2,0,0,0,47000,6
"5538",39,1,1,1,7,24,2,1,2,2095,999,6,1,1,1,21,8,1,1,7,2,2100,200,300,44000,9
"5539",41,2,1,1,7,24,2,1,2,2086,999,2,1,1,1,5,14,2,3,4,2,1100,0,0,27000,11
"5540",28,1,2,1,7,24,2,1,2,2086,999,19.3311315269217,1,1,1,22,13.25,2,3,4,2,800,0,0,19000,7
"5541",45,2,3,1,7,24,2,1,1,2138,999,25,1,2,1,4,17.94,1,1,16,1,2500,1750,475,40000,9
"5542",19,1,6,2,2,24,2,1,2,782,999,0,1,9,2,13,9.75,2,3,6,2,125,0,0,6000,7
"5543",34,1,1,1,7,24,1,1,2,2086,999,11,1,1,1,99,39.36,2,3,9,2,2200,0,0,110000,11
"5544",31,2,1,1,7,24,1,1,2,1304,999,10,6,9,2,11,999.99,2,3,9,2,1500,0,0,0,9
"5545",55,1,6,1,7,24,1,1,2,2007,999,27,1,9,1,15,22,2,1,12,1,1050,50,575,25000,9
"5546",46,2,6,1,7,24,1,1,2,1825,999,20,1,9,1,10,38.56,1,1,11,1,2200,4100,1050,67500,11
"5547",38,1,1,1,2,24,2,1,2,1043,999,15,6,9,2,17,999.99,2,3,10,2,2200,0,0,50000,6
"5548",43,1,6,1,7,24,2,1,2,3650,999,25,1,1,1,23,8.23,2,3,1,2,925,0,0,0,9
"5549",47,1,6,1,7,24,1,1,1,744,999,19.3311315269217,6,9,2,23,999.99,2,3,1,2,0,0,0,0,9
"5550",71,1,1,4,7,24,1,2,2,1344.26571978103,999,46,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"5551",67,2,1,3,7,24,1,2,2,0,80,46,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5552",57,2,1,1,7,24,1,1,2,2086,999,19.3311315269217,1,1,1,23,12.45,2,3,1,2,1200,0,0,29000,9
"5553",58,1,1,1,7,24,1,1,2,3650,999,37,1,1,1,23,7.14,2,3,1,2,1350,0,0,31000,9
"5554",30,1,6,1,7,24,2,1,2,3129,999,19.3311315269217,5,9,1,23,999.99,2,3,1,2,1150,0,0,27000,11
"5555",22,2,6,2,7,24,1,1,2,317,999,1,1,2,1,11,10.5,2,3,16,1,50,25,75,4200,9
"5556",39,2,1,1,7,24,1,2,1,3389,999,15,1,1,1,4,19.2,2,3,1,2,1000,0,0,22000,9
"5557",39,1,1,1,7,24,1,2,2,2607,999,18,3,9,1,23,999.99,2,3,1,2,4500,0,0,0,9
"5558",53,2,1,1,7,24,1,2,2,1564,999,10,1,1,1,7,26.69,1,1,12,1,2300,4400,1150,57500,10
"5559",51,1,1,1,7,24,1,2,2,2086,999,28,1,1,1,12,17.4,2,3,6,2,1900,0,0,43000,11
"5560",22,2,6,2,7,24,1,2,2,0,17,0,1,9,9,99,999.99,2,3,99,9,0,0,0,2200,9
"5561",21,2,6,2,7,24,1,2,2,1495,999,1,1,1,2,7,19,1,1,12,1,1250,1150,1300,26000,9
"5562",18,2,6,2,7,24,1,2,2,650,5,1,1,2,1,11,12.92,2,3,14,2,75,0,0,4200,7
"5563",53,1,1,1,7,24,1,2,2,1955,999,34,1,1,1,2,26.78,2,3,6,2,2100,0,0,95000,9
"5564",51,2,1,1,7,24,1,2,2,1669,999,25,1,1,1,7,34.29,1,1,12,1,2200,4100,1900,67500,11
"5565",23,1,6,1,7,24,1,2,2,2086,999,2,1,1,1,19,17,1,1,4,2,1800,2600,900,42000,9
"5566",20,1,6,1,7,24,1,2,2,960,0,2,1,1,1,24,12.75,2,3,5,2,500,0,175,12500,8
"5567",20,2,6,2,7,24,1,2,1,991,999,0,1,1,2,13,9.65,2,3,6,2,150,0,0,8000,7
"5568",38,2,6,2,2,24,2,1,2,0,21,13,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"5569",16,2,6,2,2,24,2,1,2,782,999,0,1,1,2,11,12,2,2,13,2,0,0,0,6250,7
"5570",47,2,1,1,7,24,1,1,2,1859,999,25,1,1,1,4,22.75,1,3,8,2,1450,900,0,34000,9
"5571",51,1,1,4,7,24,1,1,2,1781,999,33,1,1,1,23,15.5,2,3,13,2,725,50,0,19000,6
"5572",66,1,1,3,7,24,1,2,2,0,51,44,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"5573",62,2,1,3,7,24,1,2,2,52,999,35,1,2,2,1,43.32,2,3,16,1,0,0,0,1700,10
"5574",80,2,5,3,2,24,2,1,2,1344.26571978103,999,10,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5575",72,1,1,3,7,24,1,2,2,1344.26571978103,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5576",65,2,1,3,7,24,1,2,2,0,186,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5577",53,2,2,1,7,24,1,2,2,678,999,8,1,1,2,16,12,2,3,12,2,275,0,0,9000,9
"5578",58,1,2,1,7,24,1,2,2,1917,999,38,1,2,1,19,12.07,2,3,4,2,1600,1100,600,37000,6
"5579",27,2,6,1,7,24,2,1,1,3233,999,19.3311315269217,1,1,1,24,11.3,2,1,5,2,1500,0,800,35000,3
"5580",30,2,6,1,7,24,2,1,1,2007,999,9,1,9,1,5,24,1,1,7,1,1350,1650,0,31000,9
"5581",69,2,1,4,7,24,1,2,2,0,496,12,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5582",65,1,1,3,7,24,1,2,2,0,319,44,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"5583",37,1,2,1,7,24,1,1,2,1966,999,18,1,1,1,24,19.9,2,1,5,2,2000,0,600,42000,9
"5584",27,2,2,4,7,24,1,1,1,2242,999,4,1,2,1,7,16.46,1,1,12,1,800,500,550,19000,9
"5585",36,2,2,4,7,24,1,1,2,1825,999,13,1,1,1,10,37.85,1,1,11,1,2300,4000,1100,65000,11
"5586",36,1,2,2,7,24,1,1,2,353,10,12,1,1,1,22,20.16,1,1,5,2,525,0,50,13500,9
"5587",62,1,4,3,7,24,1,2,2,0,50,42,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"5588",50,2,5,4,7,24,1,2,2,776,999,15,1,1,2,5,14.44,1,3,8,2,725,525,0,17000,9
"5589",23,1,6,2,7,24,1,2,2,2086,999,1,1,2,1,6,7.2,2,3,9,2,0,0,0,0,11
"5590",60,2,1,4,7,24,1,2,2,0,122,25,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"5591",61,1,1,3,7,24,1,2,2,0,997,35,1,9,9,99,999.99,2,3,99,9,0,0,0,0,11
"5592",61,1,6,4,2,24,2,1,2,0,199,45,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"5593",63,1,2,1,2,24,1,2,2,2086,999,44,1,1,1,23,16.8,2,3,1,2,1650,0,0,36000,9
"5594",61,2,2,3,2,24,1,2,2,0,170,5,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"5595",39,2,2,4,2,24,1,2,2,0,43,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"5596",50,1,2,1,2,24,1,2,2,2607,999,33,1,1,1,23,17.28,2,3,1,2,2200,0,0,57500,2
"5597",63,2,6,1,2,24,2,1,2,1893,999,44,1,1,1,8,13.22,1,1,12,2,1750,1550,675,40000,6
"5598",51,2,2,1,7,24,1,1,2,1877,999,17,1,2,1,8,18.13,1,1,12,1,1600,1250,575,36000,9
"5599",44,1,2,1,7,24,1,1,2,1875,999,17,1,1,1,24,14.4,1,1,5,2,1400,875,500,31000,9
"5600",48,1,1,1,2,24,1,2,2,4171,999,30,1,1,1,23,6.88,2,3,1,2,925,0,0,22000,6
"5601",47,2,1,1,2,24,1,2,2,3650,999,27,1,1,1,23,6.88,2,3,1,2,950,0,0,23000,7
"5602",22,1,6,1,2,24,1,2,2,2086,999,5,1,1,1,20,15,2,3,15,2,1200,0,0,28000,9
"5603",19,1,6,1,2,24,1,2,1,1060,999,1,1,1,1,20,11.13,2,1,13,2,1300,0,325,30000,7
"5604",18,1,6,2,2,24,1,2,1,356,999,0,1,2,2,23,12,2,3,1,2,175,0,25,14000,7
"5605",16,2,6,2,2,24,1,2,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
